,Date,type,Month,Open,High,Low,Close,Price change,Price change Ratio,Volume,Final Price,# of OC,Final BBP,Final BSP,Hitorical HP,Historical LP,MA5,MA10,MA20,BBAND5UP,BBAND5LOW,BBAND10UP,BBAND10LOW,BBAND20UP,BBAND20LOW,OutLots
789,2013-03-11,TX,201303,8010,8068,7993,8043,35,0.44%,79351,8042,56515,8041,8043,8068,6532,7930.2,7928.5,7927.65,8060.821965,7955.178035,7983.624049,7888.375951,7948.188458,7851.811542,0
790,2013-03-12,TX,201303,8040,8058,7983,7999,-43,-0.53%,75116,7998,55518,7999,8000,8068,6532,7969.8,7933.5,7937.4,8091.114031,7994.885969,7901.018301,7788.981699,7985.745837,7884.254163,0
791,2013-03-13,TX,201303,8000,8035,7951,7990,-8,-0.10%,106264,7989,53439,7990,7991,8068,6532,7987.0,7939.3,7944.45,8038.298855,7959.701145,7972.39537,7853.60463,8007.989259,7910.010741,0
792,2013-03-14,TX,201303,7997,7997,7941,7953,-36,-0.45%,80451,7950,53628,7951,7953,8068,6532,7995.6,7949.8,7946.95,8023.944661,7956.055339,8005.135703,7888.864297,8072.964462,7973.035538,0
793,2013-03-15,TX,201303,7969,7986,7906,7910,-40,-0.50%,108975,7909,50810,7908,7910,8068,6532,7998.6,7957.2,7949.35,7982.028262,7923.971738,7991.148471,7884.851529,7998.035982,7899.964018,0
794,2013-03-18,TX,201303,7857,7868,7790,7792,-117,-1.48%,102089,7792,43007,7791,7792,8068,6532,7979.0,7954.6,7949.85,7954.841945,7865.158055,8062.734267,7953.265733,7999.579085,7902.420915,0
795,2013-03-19,TX,201303,7838,7852,7816,7833,41,0.53%,76505,7831,28651,7832,7833,8068,6532,7928.8,7949.3,7942.7,7867.268586,7716.731414,8109.410918,7976.589082,8052.528229,7933.471771,0
796,2013-03-20,TX,201303,7780,7842,7775,7796,-35,-0.45%,52532,0,15008,7795,7796,8068,6532,7895.6,7941.3,7936.4,7906.573365,7759.426635,8073.613739,7924.386261,8004.9714,7877.0286,0
797,2013-03-21,TX,201304,7803,7816,7781,7797,21,0.27%,68584,7796,47207,7797,7798,8058,7759,7856.8,7926.2,7925.05,7860.10429,7731.89571,8076.296929,7903.703071,7952.632444,7817.367556,0
798,2013-03-22,TX,201304,7780,7814,7764,7776,-20,-0.26%,63792,7774,48679,7774,7775,8058,7759,7825.6,7912.1,7917.45,7841.724043,7752.275957,8047.359366,7858.640634,7951.852917,7806.147083,0
799,2013-03-25,TX,201304,7842,7865,7826,7851,77,0.99%,60627,7850,47238,7850,7851,8058,7759,7798.8,7888.9,7908.7,7794.691174,7757.308826,8006.426604,7813.573396,8014.581868,7857.418132,0
800,2013-03-26,TX,201304,7845,7848,7822,7836,-14,-0.18%,52993,7835,47439,7835,7837,8058,7759,7810.6,7869.7,7901.6,7878.310071,7823.689929,7873.843815,7710.156185,7922.044403,7767.955597,0
801,2013-03-27,TX,201304,7841,7876,7827,7860,25,0.32%,74979,7862,48107,7859,7860,8058,7759,7811.2,7853.4,7896.35,7863.823731,7808.176269,7902.81719,7763.18281,7990.754919,7835.245081,0
802,2013-03-28,TX,201304,7859,7875,7820,7842,-20,-0.25%,64977,7843,48316,7842,7844,8058,7759,7824.0,7840.4,7895.1,7892.255232,7827.744768,7849.327666,7742.672334,8025.127396,7868.872604,0
803,2013-03-29,TX,201304,7884,7935,7871,7923,80,1.02%,73177,7923,49739,7923,7925,8058,7759,7833.0,7829.3,7893.25,7871.637814,7812.362186,7835.118368,7758.881632,8016.920767,7859.079233,0
804,2013-04-01,TX,201304,7938,7942,7907,7920,-3,-0.04%,45554,7918,51497,7920,7921,8058,7759,7862.4,7830.6,7892.6,7954.3726,7891.6274,7816.963887,7735.036113,8086.618954,7929.381046,0
805,2013-04-02,TX,201304,7907,7927,7875,7905,-13,-0.16%,80431,7903,52300,7903,7905,8058,7759,7876.2,7843.4,7896.35,7957.833319,7882.166681,7897.523542,7804.476458,8121.045676,7964.954324,0
806,2013-04-03,TX,201304,7944,7953,7910,7934,31,0.39%,67602,7936,51567,7934,7936,8058,7759,7890.0,7850.6,7895.95,7937.91808,7872.08192,7885.812047,7786.187953,8076.979789,7921.020211,0
807,2013-04-08,TX,201304,7859,7870,7733,7739,-197,-2.48%,128621,7737,51406,7737,7739,8058,7733,7904.8,7864.4,7895.3,7966.737746,7901.262254,7911.84824,7808.15176,8067.604832,7912.395168,0
808,2013-04-09,TX,201304,7717,7750,7697,7709,-28,-0.36%,84475,7708,51741,7708,7710,8058,7697,7884.2,7858.6,7885.35,7812.188524,7665.811476,7903.423448,7780.576552,8036.987067,7869.012933,0
809,2013-04-10,TX,201304,7737,7745,7713,7728,20,0.26%,59229,7726,52252,7727,7728,8058,7697,7841.4,7851.9,7870.4,7805.760736,7612.239264,7995.688995,7850.311005,7997.367843,7822.632157,0
810,2013-04-11,TX,201304,7776,7825,7759,7818,92,1.19%,84730,7816,52576,7816,7818,8058,7697,7803.0,7839.6,7854.65,7824.04374,7631.95626,8001.654394,7838.345606,7875.122966,7708.877034,0
811,2013-04-12,TX,201304,7822,7832,7783,7784,-32,-0.41%,64379,7784,49788,7784,7785,8058,7697,7785.6,7837.8,7845.6,7900.980962,7735.019038,7986.911904,7823.088096,7909.503856,7756.496144,0
812,2013-04-15,TX,201304,7763,7816,7729,7763,-21,-0.27%,109119,7761,40350,7762,7764,8058,7697,7755.6,7830.2,7835.3,7823.772352,7744.227648,8017.017829,7850.982171,7865.956486,7726.043514,0
813,2013-04-16,TX,201304,7710,7786,7693,7780,19,0.24%,118952,7775,24079,7778,7780,8058,7693,7760.4,7822.3,7825.8,7801.918376,7724.081624,7824.247933,7653.752067,7863.123823,7730.876177,0
814,2013-04-17,TX,201304,7783,7809,7772,7809,34,0.44%,57751,0,14675,7808,7809,8058,7693,7774.6,7808.0,7819.3,7809.350298,7750.649702,7787.915144,7630.084856,7839.87887,7712.12113,0
815,2013-04-18,TX,201305,7715,7775,7700,7751,-4,-0.05%,104794,7750,48117,7750,7752,7935,7666,7790.8,7796.9,7820.15,7829.033971,7788.966029,7797.642588,7658.357412,7914.622539,7787.377461,0
816,2013-04-19,TX,201305,7784,7945,7782,7944,194,2.50%,139916,7942,61570,7944,7945,7945,7666,7777.4,7781.5,7816.05,7770.764615,7731.235385,7878.45701,7757.54299,7901.282827,7770.717173,0
817,2013-04-22,TX,201305,7952,7976,7938,7953,11,0.14%,64238,7955,60182,7953,7955,7976,7666,7809.4,7782.5,7823.45,8014.064542,7873.935458,7847.000397,7720.999603,7930.749894,7789.250106,0
818,2013-04-23,TX,201305,7942,7951,7896,7928,-27,-0.34%,79418,7926,58835,7927,7928,7976,7666,7847.4,7803.9,7831.25,8037.608747,7868.391253,7841.923317,7684.076683,7917.821418,7766.178582,0
819,2013-04-24,TX,201305,7967,8015,7949,7991,65,0.82%,110367,7992,58446,7990,7991,8015,7666,7877.0,7825.8,7838.85,8009.689657,7846.310343,7859.929719,7700.070281,8000.50179,7845.49821,0
820,2013-04-25,TX,201305,7976,8009,7970,8004,12,0.15%,71490,8005,59145,8004,8006,8015,7666,7913.4,7852.1,7845.85,8074.801193,7907.198807,7895.427368,7722.572632,8004.306746,7835.693254,0
821,2013-04-26,TX,201305,8010,8066,7996,7998,-7,-0.09%,94160,7997,59458,7997,7998,8066,7666,7964.0,7870.7,7854.25,8032.795833,7975.204167,7847.513263,7654.486737,7996.009821,7813.990179,0
822,2013-04-29,TX,201305,8010,8042,8001,8023,26,0.33%,62673,8021,63048,8021,8023,8066,7666,7974.8,7892.1,7861.15,8027.389794,7968.610206,8042.618913,7845.381087,8030.263843,7837.736157,0
823,2013-04-30,TX,201305,8067,8122,8062,8098,77,0.96%,79288,8098,62914,8097,8098,8122,7666,7988.8,7918.1,7870.2,8055.208074,7990.791926,8048.375521,7857.624479,7841.353603,7636.646397,0
824,2013-05-02,TX,201305,8083,8127,8083,8120,22,0.27%,63345,8119,67261,8119,8121,8127,7666,8022.8,7949.9,7878.95,8137.076336,8058.923664,8025.028295,7830.971705,7822.379661,7595.620339,0
825,2013-05-03,TX,201305,8139,8174,8119,8140,21,0.26%,82194,8140,65754,8140,8142,8174,7666,8048.6,7981.0,7888.95,8170.484057,8069.515943,8087.723317,7894.276683,7852.803636,7603.196364,0
826,2013-05-06,TX,201305,8200,8209,8154,8169,29,0.36%,67723,8168,63801,8169,8170,8209,7666,8075.8,8019.9,7900.7,8195.513602,8084.486398,8075.276153,7932.723847,7954.294938,7681.705062,0
827,2013-05-07,TX,201305,8180,8187,8150,8173,5,0.06%,61199,8174,64451,8173,8174,8209,7666,8110.0,8042.4,7912.45,8218.384208,8119.615792,8076.87357,7919.12643,7932.26344,7635.73656,0
828,2013-05-08,TX,201305,8188,8302,8186,8268,94,1.15%,130480,8269,65234,8269,8270,8302,7666,8140.0,8064.4,7934.15,8201.614682,8144.385318,8104.5073,7941.4927,7915.974598,7610.025402,0
829,2013-05-09,TX,201305,8301,8330,8290,8313,44,0.53%,83971,8313,62651,8312,8314,8330,7666,8174.0,8098.4,7962.1,8318.860594,8217.139406,8186.160309,8009.839691,7940.181741,7619.818259,0
830,2013-05-10,TX,201305,8294,8312,8280,8312,-1,-0.01%,65770,8309,59464,8310,8312,8330,7666,8212.6,8130.6,7991.35,8379.165248,8246.834752,8220.931858,8019.068142,7976.9852,7641.0148,0
831,2013-05-13,TX,201305,8311,8314,8229,8260,-49,-0.59%,100298,8260,49074,8260,8261,8330,7666,8247.0,8161.4,8016.05,8376.159177,8247.840823,8244.529613,8035.470387,7927.76891,7574.23109,0
832,2013-05-14,TX,201305,8280,8307,8244,8274,14,0.17%,98400,8272,36767,8274,8275,8330,7666,8265.2,8187.6,8039.85,8311.011371,8208.988629,8261.424239,8076.575761,8119.965984,7768.034016,0
833,2013-05-15,TX,201305,8299,8311,8260,8304,32,0.39%,61581,0,21546,8303,8304,8330,7666,8285.4,8212.7,8065.4,8296.570778,8251.429222,8250.132419,8095.867581,8123.939287,7782.060713,0
834,2013-05-16,TX,201306,8325,8440,8320,8423,115,1.38%,122633,8423,56995,8423,8424,8440,6642,8292.6,8233.3,8091.6,8325.592591,8282.407409,8339.014154,8196.985846,8093.250234,7762.749766,0
835,2013-05-17,TX,201306,8405,8423,8386,8403,-20,-0.24%,60464,8401,55514,8402,8403,8440,6642,8314.6,8263.6,8122.3,8480.444234,8365.555766,8393.248614,8232.751386,8157.923066,7824.076934,0
836,2013-05-20,TX,201306,8398,8401,8341,8386,-15,-0.18%,74722,8386,54876,8385,8387,8440,6642,8332.8,8289.9,8154.9,8470.306463,8335.693537,8390.509171,8233.490829,8158.424707,7849.575293,0
837,2013-05-21,TX,201306,8380,8441,8357,8390,4,0.05%,102289,8390,56442,8389,8390,8441,6642,8358.0,8311.6,8177.0,8444.319808,8327.680192,8331.795822,8188.204178,8152.28869,7843.71131,0
838,2013-05-22,TX,201306,8435,8449,8392,8394,4,0.05%,82669,8396,55718,8394,8395,8449,6642,8381.2,8333.3,8198.85,8430.70086,8349.29914,8332.115488,8215.884512,8174.944817,7871.055183,0
839,2013-05-23,TX,201306,8337,8355,8210,8213,-183,-2.18%,140140,8213,55852,8212,8213,8449,6642,8399.2,8345.9,8222.15,8407.166624,8380.833376,8360.220014,8247.779986,8242.154526,7953.845474,0
840,2013-05-24,TX,201306,8238,8248,8146,8222,9,0.11%,102660,8220,54542,8220,8222,8449,6642,8357.2,8335.9,8233.25,8285.319845,8140.680155,8491.692722,8354.307278,8254.126759,7985.873241,0
841,2013-05-27,TX,201306,8184,8268,8184,8256,36,0.44%,86472,8257,54707,8256,8258,8449,6642,8321.0,8326.9,8244.15,8306.593144,8137.406856,8479.667399,8326.332601,8263.489787,8016.510213,0
842,2013-05-28,TX,201306,8268,8283,8245,8258,1,0.01%,69512,8257,54923,8257,8258,8449,6642,8295.0,8326.5,8257.05,8336.498447,8175.501553,8463.024996,8308.975004,8278.82189,8059.17811,0
843,2013-05-29,TX,201306,8257,8345,8246,8312,55,0.67%,106194,8315,55119,8312,8313,8449,6642,8268.6,8324.9,8268.8,8323.206135,8192.793865,8468.255287,8311.744713,8268.832458,8077.167542,0
844,2013-05-30,TX,201306,8304,8304,8204,8231,-84,-1.01%,121294,8230,56760,8231,8232,8449,6642,8252.2,8325.7,8279.5,8346.850538,8277.149462,8472.07823,8315.92177,8355.772718,8180.227282,0
845,2013-05-31,TX,201306,8277,8342,8226,8242,12,0.15%,125054,8242,55385,8242,8243,8449,6642,8255.8,8306.5,8285.05,8262.371324,8199.628676,8288.350182,8137.649818,8393.73938,8232.26062,0
846,2013-06-03,TX,201306,8100,8205,8092,8193,-49,-0.59%,107007,8191,56984,8192,8193,8449,6642,8259.8,8290.4,8290.15,8269.888349,8214.111651,8292.023139,8151.976861,8386.387684,8237.612316,0
847,2013-06-04,TX,201306,8223,8228,8150,8162,-29,-0.35%,92115,8162,54591,8162,8163,8449,6642,8247.2,8271.1,8291.35,8231.840185,8154.159815,8323.56841,8188.43159,8332.595644,8187.404356,0
848,2013-06-05,TX,201306,8130,8196,8124,8145,-17,-0.21%,90608,8146,56333,8144,8146,8449,6642,8228.0,8248.3,8290.8,8212.679384,8111.320616,8319.824024,8196.175976,8347.525914,8200.474086,0
849,2013-06-06,TX,201306,8098,8129,8061,8103,-43,-0.53%,116805,8102,55888,8103,8105,8449,6642,8194.6,8223.4,8284.65,8182.675456,8107.324544,8358.329688,8265.670312,8384.03204,8223.96796,0
850,2013-06-07,TX,201306,8081,8110,8049,8087,-15,-0.19%,99118,8087,53081,8086,8088,8449,6642,8169.0,8212.4,8274.15,8149.660476,8056.339524,8289.857795,8172.142205,8511.90741,8334.09259,0
851,2013-06-10,TX,201306,8142,8185,8128,8147,60,0.74%,88305,8147,52488,8146,8148,8449,6642,8138.0,8198.9,8262.9,8125.667816,8048.332184,8311.608117,8172.391883,8500.250141,8305.749859,0
852,2013-06-11,TX,201306,8135,8157,8107,8128,-19,-0.23%,78773,8126,53110,8127,8128,8449,6642,8128.8,8188.0,8257.25,8175.666357,8118.333643,8261.335935,8124.664065,8486.48327,8285.51673,0
853,2013-06-13,TX,201306,8050,8055,7931,7933,-193,-2.38%,127540,7932,55944,7932,7933,8449,6642,8122.0,8175.0,8249.95,8151.562682,8104.437318,8228.112026,8095.887974,8494.234579,8285.765421,0
854,2013-06-14,TX,201306,7983,7985,7905,7920,-12,-0.15%,91743,7921,53593,7920,7922,8449,6642,8079.6,8137.1,8231.4,8009.130414,7856.869586,8228.149805,8061.850195,8518.086824,8269.913176,0
855,2013-06-17,TX,201306,7923,7982,7920,7973,52,0.66%,80161,7972,44234,7973,7974,8449,6642,8043.0,8106.0,8206.25,8017.165838,7822.834162,8201.884781,8004.115219,8346.33412,8079.66588,0
856,2013-06-18,TX,201306,7971,8011,7937,7994,22,0.28%,108806,7996,31973,7994,7995,8449,6642,8020.2,8079.1,8184.75,8070.540556,7875.459444,8181.730618,7992.269382,8356.538052,8087.461948,0
857,2013-06-19,TX,201306,8005,8038,7987,8019,23,0.29%,60936,0,20488,8019,8020,8449,6642,7989.6,8059.2,8165.15,8068.158209,7919.841791,8236.469324,8057.530676,8388.32735,8123.67265,0
858,2013-06-20,TX,201307,7795,7819,7739,7748,-136,-1.73%,107714,7750,47375,7748,7749,8360,7739,7967.8,8044.9,8146.6,8055.961602,7982.038398,8211.096871,8044.903129,8383.325736,8132.674264,0
859,2013-06-21,TX,201307,7600,7680,7589,7658,-92,-1.19%,124153,7658,45752,7659,7660,8360,7589,7930.8,8005.2,8114.3,7845.043083,7650.956917,8047.638388,7818.361612,8451.810622,8172.189378,0
860,2013-06-24,TX,201307,7628,7663,7602,7630,-28,-0.37%,91483,7629,48771,7628,7630,8360,7589,7878.4,7960.7,8086.55,7804.738679,7511.261321,8069.197889,7770.802111,8400.411769,8061.588231,0
861,2013-06-25,TX,201307,7613,7683,7580,7606,-23,-0.30%,158891,7604,50566,7606,7608,8360,7580,7809.8,7915.0,8056.95,7795.459844,7464.540156,8144.792316,7801.207684,8435.206489,8048.793511,0
862,2013-06-26,TX,201307,7650,7689,7609,7637,33,0.43%,121002,7638,48821,7636,7638,8360,7580,7732.2,7860.9,8024.45,7757.248669,7454.751331,8169.361028,7818.638972,8403.853616,7982.146384,0
863,2013-06-27,TX,201307,7735,7746,7700,7713,75,0.98%,92515,7715,44939,7713,7714,8360,7580,7655.8,7811.8,7993.4,7685.999592,7588.000408,8180.92455,7857.07545,8381.712858,7942.287142,0
864,2013-06-28,TX,201307,7755,7860,7729,7828,113,1.46%,121780,7828,40785,7827,7828,8360,7580,7648.8,7789.8,7963.45,7749.140836,7676.859164,7906.879703,7589.120297,8360.017784,7929.982216,0
865,2013-07-01,TX,201307,7818,7916,7811,7903,75,0.96%,101184,7903,42951,7903,7904,8360,7580,7682.8,7780.6,7943.3,7908.967648,7747.032352,7811.651684,7504.348316,8310.761426,7895.238574,0
866,2013-07-02,TX,201307,7905,7920,7880,7906,3,0.04%,69586,7906,42601,7905,7906,8360,7580,7737.4,7773.6,7926.35,8015.759212,7790.240788,7776.137743,7483.862257,8283.208123,7890.791877,0
867,2013-07-03,TX,201307,7884,7894,7806,7811,-95,-1.20%,99164,7811,42890,7810,7811,8360,7580,7797.4,7764.8,7912.0,8012.520608,7799.479392,7740.811572,7471.188428,8333.433098,7960.566902,0
868,2013-07-04,TX,201307,7839,7864,7802,7844,33,0.42%,90570,7842,42091,7842,7844,8360,7580,7832.2,7744.0,7894.45,7881.901058,7740.098942,7744.206343,7529.793657,8306.421825,7949.578175,0
869,2013-07-05,TX,201307,7885,7979,7871,7965,123,1.57%,109225,7964,41791,7964,7965,8360,7580,7858.4,7753.6,7879.4,7883.072241,7804.927759,7824.352773,7601.647227,8102.104524,7763.895476,0
870,2013-07-08,TX,201307,7955,7964,7820,7830,-134,-1.68%,117123,7830,43036,7829,7831,8360,7580,7885.8,7784.3,7872.5,8018.51411,7911.48589,7950.523508,7705.476492,8082.52769,7757.47231,0
871,2013-07-09,TX,201307,7830,7931,7823,7924,94,1.20%,116183,7922,42017,7923,7924,8360,7580,7871.2,7804.3,7859.65,7886.693562,7773.306438,8014.534793,7791.465207,8128.048146,7817.951854,0
872,2013-07-10,TX,201307,7938,8017,7921,7961,39,0.49%,133445,7959,42867,7960,7961,8360,7580,7874.8,7836.1,7848.5,7983.30059,7864.69941,8000.49492,7811.50508,8135.400672,7852.599328,0
873,2013-07-11,TX,201307,8107,8166,8061,8163,204,2.56%,117871,8164,42857,8162,8163,8360,7580,7904.8,7868.5,7840.15,8018.345968,7903.654032,7884.996284,7737.003716,8148.039635,7889.960365,0
874,2013-07-12,TX,201307,8164,8188,8138,8176,12,0.15%,64591,8183,41848,8175,8176,8360,7580,7968.6,7913.5,7851.65,8271.684129,8054.315871,7942.516242,7745.483758,7893.943576,7602.056424,0
875,2013-07-15,TX,201307,8141,8238,8135,8216,33,0.40%,110657,8216,36824,8214,8216,8360,7580,8010.8,7948.3,7864.45,8312.498205,8039.501795,8086.053748,7843.946252,7819.747481,7496.252519,0
876,2013-07-16,TX,201307,8230,8233,8193,8230,14,0.17%,77162,8230,25763,8230,8232,8360,7580,8088.0,7979.6,7876.6,8336.646591,8095.353409,7973.650409,7686.349591,7807.777501,7452.222499,0
877,2013-07-17,TX,201307,8209,8257,8202,8242,12,0.15%,49919,0,15533,8241,8242,8360,7580,8149.2,8012.0,7888.4,8327.281859,8132.718141,8083.10374,7764.89626,7798.408524,7413.591476,0
878,2013-07-18,TX,201308,8158,8169,8088,8096,-46,-0.56%,99742,8100,42784,8096,8098,8169,7467,8205.4,8055.1,7899.55,8272.721979,8211.278021,8118.182346,7803.817654,7842.658813,7431.341187,0
879,2013-07-19,TX,201308,8059,8073,7953,7955,-145,-1.79%,130696,7957,46049,7955,7956,8169,7467,8192.0,8080.3,7916.95,8148.899905,8043.100095,8303.649245,8022.350755,7919.818876,7506.181124,0
880,2013-07-22,TX,201308,7974,8053,7970,8022,65,0.82%,85680,8019,48197,8021,8023,8169,7467,8147.8,8079.3,7931.8,8064.669321,7845.330679,8317.498445,8034.501555,8026.17457,7629.82543,0
881,2013-07-23,TX,201308,8068,8156,8060,8134,115,1.43%,115683,8134,48191,8134,8136,8169,7467,8109.0,8098.5,7951.4,8134.946005,7909.053995,8333.330516,8098.669484,8089.391094,7716.608906,0
882,2013-07-24,TX,201308,8142,8148,8100,8126,-8,-0.10%,77552,8124,48153,8125,8126,8169,7467,8089.8,8119.5,7977.8,8231.902809,8036.097191,8332.012009,8127.987991,8078.472491,7733.527509,0
883,2013-07-25,TX,201308,8100,8158,8056,8107,-17,-0.21%,101640,8108,47235,8107,8108,8169,7467,8066.6,8136.0,8002.25,8194.380114,8057.619886,8329.328117,8154.671883,7967.332618,7654.667382,0
884,2013-07-26,TX,201308,8109,8183,8088,8100,-8,-0.10%,107217,8099,47055,8098,8100,8183,7467,8068.8,8130.4,8021.95,8176.459053,8037.540947,8183.212614,8008.787386,7986.888584,7701.111416,0
885,2013-07-29,TX,201308,8082,8108,8017,8035,-64,-0.79%,99697,8033,48077,8034,8035,8183,7467,8097.8,8122.8,8035.55,8139.851725,8060.148275,8041.213456,7868.786544,8101.586776,7828.413224,0
886,2013-07-30,TX,201308,8060,8145,8057,8130,97,1.21%,97473,8128,50210,8129,8130,8183,7467,8100.4,8104.7,8042.15,8069.943383,8000.056617,8105.710274,7938.289726,7963.168793,7696.831207,0
887,2013-07-31,TX,201308,8120,8133,8046,8049,-79,-0.97%,89142,8049,48542,8049,8051,8183,7467,8099.6,8094.7,8053.35,8164.202924,8095.797076,8207.494285,8060.505715,8054.642748,7793.357252,0
888,2013-08-01,TX,201308,8049,8080,8000,8045,-4,-0.05%,96228,8044,50978,8044,8047,8183,7467,8084.2,8075.4,8065.25,8085.129766,8012.870234,8181.389891,8070.610109,8079.280123,7842.719877,0
889,2013-08-02,TX,201308,8098,8146,8048,8060,16,0.20%,115177,8061,48271,8060,8061,8183,7467,8071.8,8070.3,8075.3,8081.809781,8008.190219,8162.605845,8051.394155,8270.061244,8055.938756,0
890,2013-08-05,TX,201308,8072,8108,8022,8098,37,0.46%,88505,8099,49637,8098,8099,8183,7467,8063.8,8080.8,8080.05,8094.055249,8025.944751,8140.779407,8059.220593,8280.129475,8071.870525,0
891,2013-08-06,TX,201308,8059,8075,7972,7991,-108,-1.33%,106562,7991,52758,7991,7993,8183,7467,8076.4,8088.4,8093.45,8130.696177,8065.303823,8070.903203,7999.096797,8302.909421,8129.090579,0
892,2013-08-07,TX,201308,7912,7939,7845,7845,-146,-1.83%,98256,7847,53677,7845,7846,8183,7467,8048.6,8074.1,8096.8,8025.354621,7956.645379,8172.723413,8087.276587,8311.431935,8148.568065,0
893,2013-08-08,TX,201308,7875,7893,7844,7846,-1,-0.01%,77382,7845,50934,7846,7847,8183,7467,8007.8,8046.0,8091.0,7933.352476,7756.647524,8126.556431,7971.443569,8336.05105,8147.94895,0
894,2013-08-09,TX,201308,7848,7882,7802,7825,-20,-0.25%,118651,7824,51053,7825,7827,8183,7467,7968.0,8019.9,8075.15,7951.741193,7740.258807,8139.666203,7950.333797,8202.472661,7989.527339,0
895,2013-08-12,TX,201308,7848,7882,7820,7860,36,0.46%,75573,7858,50140,7859,7860,8183,7467,7921.0,7992.4,8057.6,7931.626451,7718.373549,8166.594747,7953.405253,8071.827394,7838.172606,0
896,2013-08-13,TX,201308,7894,7959,7887,7954,96,1.22%,88013,7951,49029,7952,7954,8183,7467,7873.4,7974.9,8039.8,7919.848475,7800.151525,8210.372995,7985.627005,8140.446444,7903.553556,0
897,2013-08-14,TX,201308,7959,7960,7888,7928,-23,-0.29%,86574,7927,48429,7927,7929,8183,7467,7866.0,7957.3,8026.0,7999.391629,7908.608371,8090.779808,7891.220192,8245.348103,8022.651897,0
898,2013-08-15,TX,201308,7843,7878,7805,7861,-66,-0.83%,90020,7859,47618,7860,7861,8183,7467,7882.6,7945.2,8010.3,7977.653197,7878.346803,7940.155452,7749.844548,8227.485516,8024.514484,0
899,2013-08-16,TX,201308,7809,7944,7800,7916,57,0.73%,135604,7914,45023,7913,7916,8183,7467,7885.6,7926.8,7998.55,7908.768609,7813.231391,7937.809368,7754.190632,8211.443992,8002.556008,0
900,2013-08-19,TX,201308,7878,7903,7855,7887,-27,-0.34%,76711,7886,38994,7887,7888,8183,7467,7903.8,7912.4,7996.6,7953.4294,7878.5706,7905.368153,7744.631847,8205.596591,7994.403409,0
901,2013-08-20,TX,201308,7850,7920,7800,7805,-81,-1.03%,122385,7806,30325,7804,7805,8183,7467,7909.2,7891.3,7989.85,7919.319653,7854.680347,7911.31871,7808.68129,8143.043637,7926.956363,0
902,2013-08-22,TX,201308,7700,7823,7695,7813,7,0.09%,60397,0,18333,7813,7814,8183,7467,7879.4,7872.7,7973.4,7848.893507,7761.106493,7999.148754,7908.851246,8239.874201,8020.125799,0
903,2013-08-23,TX,201309,7760,7816,7753,7786,83,1.08%,87872,7784,44245,7785,7787,8215,6723,7856.4,7869.5,7957.75,7855.509293,7770.490707,7976.040087,7879.959913,8158.313711,7939.686289,0
904,2013-08-26,TX,201309,7818,7844,7787,7824,40,0.51%,77414,7823,45766,7823,7825,8215,6723,7841.4,7863.5,7941.7,7836.685698,7735.314302,7914.980089,7807.019911,8154.786201,7935.213799,0
905,2013-08-27,TX,201309,7802,7818,7747,7757,-66,-0.84%,84175,7756,49955,7757,7758,8215,6723,7823.0,7863.4,7927.9,7858.322005,7789.677995,7970.052197,7861.947803,8166.312229,7953.687771,0
906,2013-08-28,TX,201309,7699,7781,7678,7780,24,0.31%,108500,7777,50485,7778,7780,8215,6723,7797.0,7853.1,7914.0,7780.537205,7733.462795,7949.821095,7824.178905,8207.525796,7988.474204,0
907,2013-08-29,TX,201309,7798,7900,7788,7896,119,1.53%,106632,7894,50497,7894,7896,8215,6723,7792.0,7835.7,7896.5,7803.958297,7756.041703,7861.213966,7748.786034,8092.265246,7889.734754,0
908,2013-08-30,TX,201309,7898,7983,7880,7969,75,0.95%,101116,7972,46458,7969,7970,8215,6723,7808.6,7832.5,7888.85,7944.717964,7847.282036,7864.589243,7761.410757,7940.043819,7749.956181,0
909,2013-09-02,TX,201309,7964,8025,7956,8018,46,0.58%,87835,8018,48197,8018,8020,8215,6723,7845.2,7843.3,7885.05,8046.957424,7891.042576,7851.778492,7720.221508,7936.1163,7755.8837,0
910,2013-09-03,TX,201309,8038,8079,8025,8052,34,0.42%,83489,8052,47121,8052,8054,8215,6723,7884.0,7853.5,7882.95,8120.244804,7915.755196,7906.135559,7741.864441,7911.428858,7738.571142,0
911,2013-09-04,TX,201309,8028,8074,8005,8071,19,0.24%,88373,8071,47784,8071,8074,8215,6723,7943.0,7870.0,7880.65,8148.912332,7955.087668,7858.498768,7655.501232,7941.124765,7778.875235,0
912,2013-09-05,TX,201309,8091,8141,8071,8130,59,0.73%,98558,8129,48477,8129,8130,8215,6723,8001.2,7896.6,7884.65,8133.990158,8008.009842,7894.943638,7665.056362,8042.136414,7865.863586,0
913,2013-09-06,TX,201309,8129,8153,8120,8139,10,0.12%,61960,8140,49600,8139,8140,8215,6723,8048.0,7928.3,7898.9,8183.684262,8076.315738,8026.214477,7765.785523,8030.450915,7825.549085,0
914,2013-09-09,TX,201309,8150,8184,8095,8159,19,0.23%,100993,8159,50337,8157,8159,8215,6723,8082.0,7963.6,7913.55,8185.195238,8092.804762,8103.626298,7834.373702,7975.122949,7746.877051,0
915,2013-09-10,TX,201309,8189,8220,8136,8171,12,0.15%,101742,8170,50030,8171,8172,8220,6723,8110.2,7997.1,7930.25,8200.296005,8117.703995,8155.372814,7880.627186,8039.9572,7792.0428,0
