,Date,type,Month,Open,High,Low,Close,Price change,Price change Ratio,Volume,Final Price,# of OC,Final BBP,Final BSP,Hitorical HP,Historical LP,MA5,MA10,MA20,BBAND5UP,BBAND5LOW,BBAND10UP,BBAND10LOW,BBAND20UP,BBAND20LOW,OutLots
1985,2018-01-15,TX,201801,10930,10958,10902,10955,79,0.73%,134712,10956,57186,10956,10957,10958,10308,10850.6,10802.6,10649.6,10913.45184,10838.54816,10946.84898,10767.15102,10676.11615,10339.88385,0
1986,2018-01-16,TX,201801,10939,10986,10918,10983,27,0.25%,118376,10983,37343,10983,10984,10986,10308,10864.4,10840.0,10671.65,11011.04855,10898.95145,10949.92183,10822.07817,10677.54134,10322.45866,0
1987,2018-01-17,TX,201801,10955,11024,10940,11020,37,0.34%,85210,0,22079,11020,11021,11024,10308,10884.8,10867.4,10695.35,11057.04971,10908.95029,10941.53131,10820.46869,10722.69714,10351.30286,0
1988,2018-01-18,TX,201802,11063,11137,11036,11054,65,0.59%,179169,11058,91346,11054,11055,11137,10375,10927.0,10890.5,10719.8,11098.79848,10941.20152,10878.60208,10739.39792,10726.43498,10337.56502,0
1989,2018-01-19,TX,201802,11096,11142,11080,11139,81,0.73%,106496,11138,96617,11138,11139,11142,10375,10977.6,10912.2,10750.25,11114.82302,10993.17698,10883.22262,10718.77738,10598.68881,10205.31119,0
1990,2018-01-22,TX,201802,11136,11225,11113,11222,84,0.75%,139799,11222,97635,11221,11222,11225,10375,11030.2,10940.4,10781.8,11202.86047,11075.13953,10979.94441,10772.05559,10693.70163,10282.29837,0
1991,2018-01-23,TX,201802,11241,11253,11181,11225,3,0.03%,152547,11225,99184,11225,11226,11253,10375,11083.6,10974.0,10817.9,11308.33099,11135.66901,11086.56519,10823.43481,10797.16704,10364.83296,0
1992,2018-01-24,TX,201802,11199,11203,11090,11126,-99,-0.88%,171874,11125,96256,11125,11126,11253,10375,11132.0,11008.4,10852.3,11309.17363,11140.82637,11129.83746,10836.16254,10932.35199,10485.64801,0
1993,2018-01-25,TX,201802,11117,11271,11116,11154,29,0.26%,207680,11149,99384,11152,11154,11271,10375,11153.2,11040.1,10882.0,11190.29743,11061.70257,11154.0272,10885.9728,11007.22007,10570.77993,0
1994,2018-01-26,TX,201802,11170,11186,11079,11146,-3,-0.03%,172894,11144,97665,11146,11147,11271,10375,11173.2,11075.4,10919.6,11196.02571,11111.97429,11164.89472,10943.10528,11032.92203,10641.07797,0
1995,2018-01-29,TX,201802,11215,11238,11155,11196,52,0.47%,139210,11197,97898,11196,11197,11271,10375,11174.6,11102.4,10952.5,11186.96633,11105.03367,11228.95021,11049.04979,11031.79116,10682.20884,0
1996,2018-01-30,TX,201802,11164,11190,11064,11064,-133,-1.19%,176699,11065,98112,11064,11065,11271,10375,11169.4,11126.5,10983.25,11231.96443,11160.03557,11300.82671,11143.17329,11046.21981,10725.78019,0
1997,2018-01-31,TX,201802,11050,11144,11017,11098,33,0.30%,190849,11098,99558,11097,11098,11271,10375,11137.2,11134.6,11001.0,11107.12957,11020.87043,11291.92862,11158.07138,11029.05641,10732.94359,0
1998,2018-02-01,TX,201802,11127,11199,11112,11160,62,0.56%,141148,11160,101944,11160,11162,11271,10375,11131.6,11142.4,11016.45,11143.94606,11052.05394,11182.91432,11069.08568,10950.08596,10667.91404,0
1999,2018-02-02,TX,201802,11111,11132,11041,11116,-44,-0.39%,176534,11114,99831,11114,11116,11271,10375,11132.8,11153.0,11032.6,11206.58927,11113.41073,11202.74833,11105.25167,10939.07476,10662.92524,0
2000,2018-02-05,TX,201802,10888,10952,10848,10928,-186,-1.67%,185574,10927,95221,10927,10928,11271,10375,11126.8,11150.7,11045.55,11162.43447,11069.56553,11195.88397,11096.11603,11009.05242,10742.94758,0
2001,2018-02-06,TX,201802,10643,10663,10242,10399,-528,-4.83%,409245,10396,91490,10396,10399,11271,10242,11073.2,11121.3,11047.65,11006.92883,10849.07117,11273.94363,11118.05637,11085.83053,10824.16947,0
2002,2018-02-07,TX,201802,10600,10669,10510,10517,121,1.16%,236946,10518,84129,10515,10517,11271,10242,10940.2,11038.7,11023.55,10680.83854,10117.16146,11288.38541,10839.61459,11173.22236,10792.77764,0
2003,2018-02-08,TX,201802,10526,10595,10492,10518,0,0.00%,182147,10518,77306,10518,10519,11271,10242,10824.0,10977.8,11008.95,10828.07877,10205.92123,11368.3608,10827.6392,11235.63731,10804.36269,0
2004,2018-02-09,TX,201802,10203,10368,10121,10353,-165,-1.57%,257335,10353,58219,10350,10353,11271,10121,10695.6,10914.2,10994.8,10794.46237,10241.53763,11455.105,10864.895,11291.04147,10816.95853,0
2005,2018-02-12,TX,201802,10420,10438,10377,10410,57,0.55%,151528,10413,35441,10410,10411,11271,10121,10543.0,10834.9,10968.65,10556.1561,10149.8439,11442.98607,10789.01393,11413.58064,10864.41936,0
2006,2018-02-21,TX,201802,10630,10718,10591,10705,292,2.80%,94033,0,20647,10705,10706,11271,10121,10439.4,10756.3,10941.4,10476.57507,10343.42493,11253.20241,10602.79759,11522.41162,10921.58838,0
2007,2018-02-22,TX,201803,10646,10655,10593,10626,-60,-0.56%,124336,10624,85046,10625,10626,11255,9146,10500.6,10720.4,10927.5,10825.28732,10584.71268,10707.64711,10090.35289,11529.56797,10920.43203,0
2008,2018-02-23,TX,201803,10680,10789,10676,10781,157,1.48%,131504,10782,91065,10781,10783,11255,9146,10522.4,10673.2,10907.8,10756.70975,10495.29025,10799.25549,10234.74451,11436.62978,10815.37022,0
2009,2018-02-26,TX,201803,10867,10868,10801,10822,40,0.37%,101181,10820,89543,10821,10822,11255,9146,10575.0,10635.3,10894.15,10947.40072,10614.59928,10754.00087,10281.99913,11463.90277,10844.09723,0
2010,2018-02-27,TX,201803,10890,10914,10784,10791,-29,-0.27%,119787,10789,88068,10789,10791,11255,9146,10668.8,10605.9,10878.3,10967.72495,10676.27505,10540.64458,10165.35542,11451.04296,10840.95704,0
2011,2018-03-01,TX,201803,10604,10778,10600,10735,-54,-0.50%,150471,10734,89157,10735,10737,11255,9146,10745.0,10592.2,10856.75,10861.85478,10720.14522,10577.55345,10242.44655,11491.06167,10900.93833,0
2012,2018-03-02,TX,201803,10614,10696,10579,10681,-53,-0.49%,167243,10678,88320,10680,10681,11255,9146,10751.0,10625.8,10832.25,10803.44268,10666.55732,10863.90802,10546.09198,11347.58753,10780.41247,0
2013,2018-03-05,TX,201803,10695,10741,10598,10635,-43,-0.40%,172804,10632,90715,10634,10635,11255,9146,10762.0,10642.2,10810.0,10730.17723,10631.82277,10781.25386,10470.74614,11375.04909,10820.95091,0
2014,2018-03-06,TX,201803,10730,10789,10712,10787,155,1.46%,142401,10786,92042,10786,10787,11255,9146,10732.8,10653.9,10784.05,10703.6976,10566.3024,10930.76478,10631.23522,11427.76342,10892.23658,0
2015,2018-03-07,TX,201803,10712,10817,10700,10712,-74,-0.69%,158990,10708,91197,10710,10712,11255,9146,10725.8,10697.3,10766.1,10847.55213,10726.44787,10937.16688,10706.83312,11370.60772,10861.39228,0
2016,2018-03-08,TX,201803,10778,10847,10767,10829,121,1.13%,119702,10827,93815,10829,10830,11255,9146,10710.0,10727.5,10741.9,10763.03724,10660.96276,10855.17827,10726.82173,11162.82992,10693.17008,0
2017,2018-03-09,TX,201803,10906,10910,10827,10865,38,0.35%,128355,10862,91585,10863,10865,11255,9146,10728.8,10739.9,10730.15,10899.41704,10758.58296,10805.31849,10664.68151,10623.05117,10174.94883,0
2018,2018-03-12,TX,201803,10965,11025,10948,11024,162,1.49%,122637,11022,95637,11023,11024,11255,9146,10765.6,10763.8,10718.5,10947.80966,10782.19034,10749.12606,10612.87394,10727.25401,10306.74599,0
2019,2018-03-13,TX,201803,11028,11103,11013,11100,78,0.71%,108806,11099,95491,11099,11100,11255,9146,10843.4,10788.1,10711.7,11127.66986,10920.33014,10738.8821,10531.1179,10715.68892,10320.31108,0
2020,2018-03-14,TX,201803,11048,11066,11003,11031,-68,-0.61%,127357,11030,89894,11030,11031,11255,9146,10906.0,10815.9,10710.9,11239.14453,10960.85547,10927.11385,10646.88615,10549.077,10156.923,0
2021,2018-03-15,TX,201803,10994,11068,10985,11041,11,0.10%,111968,11041,90945,11041,11043,11255,9146,10969.8,10839.9,10716.05,11135.34826,10926.65174,10865.69024,10558.30976,10612.94395,10207.05605,0
2022,2018-03-16,TX,201803,11038,11043,10923,11018,-23,-0.21%,189713,11016,79278,11017,11019,11255,9146,11012.2,10870.5,10748.15,11119.35662,10962.64338,10989.08763,10668.91237,10906.02096,10503.97904,0
2023,2018-03-19,TX,201803,10975,11054,10959,11028,12,0.11%,151802,11026,56806,11027,11028,11255,9146,11042.8,10904.2,10773.2,11047.60676,10988.39324,11016.91103,10713.08897,10827.86966,10424.13034,0
2024,2018-03-20,TX,201803,10973,11025,10957,11012,-14,-0.13%,123903,11011,37167,11011,11012,11255,9146,11043.6,10943.5,10798.7,11057.13829,10998.86171,11149.77062,10898.22938,10981.22715,10580.77285,0
2025,2018-03-21,TX,201803,11030,11073,11011,11044,33,0.30%,80714,0,16791,11044,11045,11255,9146,11026.0,10966.0,10831.65,11022.13903,11001.86097,11215.46428,10984.53572,10999.05261,10644.94739,0
2026,2018-03-22,TX,201804,11036,11122,10961,10989,-14,-0.13%,192263,10990,85132,10989,10990,11122,10560,11028.6,10999.2,10863.35,11056.48359,11031.51641,11110.91596,10951.08404,10944.97379,10637.02621,0
2027,2018-03-23,TX,201804,10730,10816,10718,10734,-256,-2.33%,178593,10733,89891,10732,10734,11122,10560,11018.2,11015.2,10877.55,11007.18131,10970.81869,11097.95753,10984.04247,10886.79574,10583.20426,0
2028,2018-03-26,TX,201804,10693,10847,10682,10840,107,1.00%,147862,10840,91316,10840,10842,11122,10560,10961.4,11002.1,10882.95,10849.14443,10618.85557,11111.40177,10924.59823,10825.49653,10536.50347,0
2029,2018-03-27,TX,201804,10948,10991,10906,10989,149,1.37%,131507,10989,90175,10989,10991,11122,10560,10923.8,10983.7,10885.9,10957.91929,10722.08071,11132.71394,10923.28606,10777.97933,10492.02067,0
2030,2018-03-28,TX,201804,10879,10910,10809,10820,-169,-1.54%,155315,10819,91699,10819,10820,11122,10560,10919.2,10972.6,10894.25,11103.79617,10874.20383,11109.4271,10914.5729,10930.87733,10643.12267,0
2031,2018-03-29,TX,201804,10830,10859,10773,10840,21,0.19%,149221,10840,89778,10839,10841,11122,10560,10874.4,10951.5,10895.7,10920.12113,10719.87887,11149.04499,10938.95501,10854.97276,10569.02724,0
2032,2018-03-30,TX,201804,10921,10974,10904,10919,79,0.73%,111968,10918,89659,10918,10919,11122,10560,10844.6,10931.4,10900.95,10922.1355,10757.8645,11094.22661,10883.77339,10967.84361,10690.15639,0
2033,2018-03-31,TX,201804,10947,10949,10912,10926,8,0.07%,24169,10924,89180,10925,10926,11122,10560,10881.6,10921.5,10912.85,10982.544,10855.456,10835.19313,10632.80687,10994.35736,10735.64264,0
2034,2018-04-02,TX,201804,10920,10958,10843,10865,-59,-0.54%,137934,10863,90430,10864,10865,11122,10560,10898.8,10911.3,10927.4,10987.56428,10864.43572,10934.88841,10745.11159,11136.56216,10911.43784,0
2035,2018-04-03,TX,201804,10774,10807,10738,10784,-79,-0.73%,133955,10783,88863,10783,10785,11122,10560,10874.0,10896.6,10931.3,10907.14736,10822.85264,11078.37584,10899.62416,11208.9225,10991.0775,0
2036,2018-04-09,TX,201804,10838,10911,10813,10904,121,1.12%,155952,10903,89123,10903,10904,11122,10560,10866.8,10870.6,10934.9,10836.54864,10731.45136,10900.04524,10739.95476,11133.62256,10928.37744,0
2037,2018-04-10,TX,201804,10874,10993,10852,10949,46,0.42%,172575,10948,90358,10948,10949,11122,10560,10879.6,10862.1,10938.65,10956.25553,10851.74447,10911.02598,10768.97402,11141.02164,10940.97836,0
2038,2018-04-11,TX,201804,10959,11007,10948,10979,31,0.28%,119383,10977,87795,10978,10979,11122,10560,10885.6,10883.6,10942.85,11006.85707,10891.14293,10979.8,10858.2,11116.59426,10919.40574,0
2039,2018-04-12,TX,201804,10993,11024,10905,10943,-34,-0.31%,145737,10942,81651,10941,10943,11122,10560,10896.2,10897.5,10940.6,11047.21554,10910.78446,10990.98808,10861.01192,11125.22057,10930.77943,0
2040,2018-04-13,TX,201804,10966,10988,10920,10955,13,0.12%,118585,10957,74423,10955,10957,11122,10560,10911.8,10892.9,10932.75,11011.21554,10874.78446,10924.76696,10805.23304,11102.11153,10921.88847,0
2041,2018-04-16,TX,201804,10975,10976,10908,10943,-14,-0.13%,145646,10942,48235,10942,10943,11122,10560,10946.0,10906.4,10928.95,10979.29815,10930.70185,10840.95647,10727.04353,11131.4514,10956.5486,0
2042,2018-04-17,TX,201804,10958,10963,10802,10806,-136,-1.24%,156247,10807,28910,10806,10807,11122,10560,10953.8,10916.7,10924.05,10956.36263,10929.63737,10957.20724,10850.79276,11072.70094,10905.29906,0
2043,2018-04-18,TX,201804,10849,10909,10789,10845,38,0.35%,106426,0,14268,10845,10846,11122,10560,10925.2,10905.4,10913.45,10867.03245,10744.96755,11011.67567,10886.32433,10818.55145,10649.44855,0
2044,2018-04-19,TX,201805,10856,10975,10852,10969,124,1.14%,147058,10967,93717,10967,10969,11096,10596,10898.4,10897.3,10904.3,10905.94456,10784.05544,11043.69165,10914.30835,10921.50712,10758.49288,0
2045,2018-04-20,TX,201805,10869,10870,10776,10788,-179,-1.63%,168412,10786,88092,10787,10788,11096,10596,10903.6,10907.7,10902.15,11034.46938,10903.53062,11009.98216,10876.01784,11068.17151,10909.82849,0
2046,2018-04-23,TX,201805,10731,10767,10687,10694,-92,-0.85%,143144,10691,89947,10693,10694,11096,10596,10870.2,10908.1,10889.35,10860.90377,10715.09623,11021.25021,10888.74979,10895.82696,10744.17304,0
2047,2018-04-24,TX,201805,10692,10694,10547,10583,-108,-1.01%,185925,10585,90130,10583,10585,11096,10547,10820.4,10887.1,10874.6,10783.35457,10604.64543,11035.35957,10850.64043,10923.32911,10756.67089,0
2048,2018-04-25,TX,201805,10487,10558,10468,10535,-50,-0.47%,167276,10535,86614,10533,10535,11096,10411,10775.8,10850.5,10867.05,10714.24542,10451.75458,10932.70931,10679.29069,11019.74645,10818.25355,0
2049,2018-04-26,TX,201805,10601,10621,10470,10476,-59,-0.56%,173837,10475,86018,10474,10476,11096,10411,10713.8,10806.1,10851.8,10689.98568,10380.01432,10994.62182,10695.37818,11050.07079,10801.92921,0
2050,2018-04-27,TX,201805,10561,10565,10483,10561,86,0.82%,138888,10560,83426,10560,10561,11096,10411,10615.2,10759.4,10826.15,10588.17379,10363.82621,11139.96269,10798.03731,11009.41512,10720.58488,0
2051,2018-04-30,TX,201805,10593,10655,10537,10655,95,0.90%,132890,10653,82762,10654,10655,11096,10411,10569.8,10720.0,10813.2,10632.67538,10489.32462,10954.69193,10621.30807,10939.56786,10628.43214,0
2052,2018-05-02,TX,201805,10631,10670,10597,10609,-44,-0.41%,119121,10609,82739,10608,10610,11096,10411,10562.0,10691.2,10803.95,10713.67879,10596.32121,10843.68754,10544.31246,11063.15793,10744.84207,0
2053,2018-05-03,TX,201805,10560,10575,10488,10506,-103,-0.97%,145487,10506,83962,10505,10506,11096,10411,10567.2,10671.5,10788.45,10670.39837,10547.60163,10729.20551,10436.79449,11111.26351,10786.73649,0
2054,2018-05-04,TX,201805,10506,10544,10468,10523,17,0.16%,146168,10522,81143,10522,10523,11096,10407,10561.4,10637.6,10767.45,10571.4052,10440.5948,10676.26443,10393.73557,11149.09217,10808.90783,0
2055,2018-05-07,TX,201805,10599,10615,10529,10595,73,0.69%,139344,10594,81623,10594,10595,11096,10407,10570.8,10593.0,10750.35,10578.00691,10467.99309,10567.08897,10384.91103,11119.49625,10766.50375,0
2056,2018-05-08,TX,201805,10597,10672,10580,10669,75,0.71%,120547,10667,84201,10668,10669,11096,10407,10577.6,10573.7,10740.9,10650.47468,10539.52532,10625.20755,10496.79245,11134.47615,10775.52385,0
2057,2018-05-09,TX,201805,10685,10731,10666,10704,37,0.35%,138372,10703,82718,10703,10705,11096,10407,10580.4,10571.2,10729.15,10728.51672,10609.48328,10714.81104,10595.18896,11119.07393,10766.92607,0
2058,2018-05-10,TX,201805,10732,10771,10723,10763,60,0.56%,117424,10763,80221,10763,10764,11096,10407,10599.4,10583.3,10716.9,10781.92971,10626.07029,10680.97645,10537.02355,10974.72134,10637.27866,0
2059,2018-05-11,TX,201805,10819,10865,10806,10861,98,0.91%,127629,10860,75747,10861,10862,11096,10407,10650.8,10606.1,10706.1,10846.90089,10679.09911,10593.50251,10418.49749,11003.18246,10686.81754,0
2060,2018-05-14,TX,201805,10926,10968,10891,10958,98,0.90%,132634,10956,54800,10956,10957,11096,10407,10718.4,10644.6,10702.0,10950.66515,10771.33485,10627.78187,10418.21813,11121.96568,10816.03432,0
2061,2018-05-15,TX,201805,10946,10961,10857,10869,-87,-0.79%,137727,10866,31189,10867,10869,11096,10407,10791.0,10684.3,10702.15,11063.85462,10852.14538,10731.11102,10458.88898,10941.21497,10634.78503,0
2062,2018-05-16,TX,201805,10845,10907,10839,10872,6,0.06%,89647,0,16986,10872,10873,11096,10407,10831.0,10705.7,10698.45,10957.57313,10780.42687,10815.26623,10522.73377,10842.16426,10545.83574,0
2063,2018-05-17,TX,201806,10920,10928,10823,10826,-56,-0.51%,126166,10824,83820,10825,10826,11199,9456,10864.6,10732.0,10701.75,10933.85984,10810.14016,10854.10863,10553.89137,10734.22628,10431.77372,0
2064,2018-05-18,TX,201806,10834,10873,10805,10820,-4,-0.04%,109398,10819,84487,10820,10821,11199,9456,10877.2,10764.0,10700.8,10869.60459,10782.39541,10894.47091,10631.52909,10685.38072,10384.61928,0
2065,2018-05-21,TX,201806,10865,10966,10863,10965,146,1.35%,101176,10963,87831,10964,10966,11199,9456,10869.0,10793.7,10693.35,10869.35585,10770.64415,10965.44142,10756.55858,10616.2595,10335.7405,0
2066,2018-05-22,TX,201806,10969,10999,10913,10922,-41,-0.37%,114865,10920,86153,10920,10921,11199,9456,10870.4,10830.7,10702.2,11016.89451,10913.10549,11050.33206,10865.66794,10712.11638,10409.88362,0
2067,2018-05-23,TX,201806,10933,10998,10855,10858,-62,-0.57%,138032,10857,88060,10857,10858,11199,9456,10881.0,10856.0,10713.6,10977.79247,10866.20753,10947.1281,10790.8719,10813.48798,10496.51202,0
2068,2018-05-24,TX,201806,10879,10923,10851,10917,60,0.55%,113285,10917,91123,10917,10918,11199,9456,10878.2,10871.4,10727.35,10914.52044,10801.47956,10931.63925,10812.36075,10767.49015,10450.50985,0
2069,2018-05-25,TX,201806,10921,10956,10890,10932,15,0.14%,107432,10932,91834,10932,10933,11199,9456,10896.4,10886.8,10746.45,10968.18047,10865.81953,10874.5032,10777.4968,10663.17108,10348.82892,0
2070,2018-05-28,TX,201806,10979,10989,10937,10983,51,0.47%,93268,10983,91543,10983,10984,11199,9456,10918.8,10893.9,10769.25,10966.69524,10897.30476,10869.39524,10770.60476,10672.15491,10373.84509,0
2071,2018-05-29,TX,201806,10979,10982,10896,10928,-55,-0.50%,119010,10929,89873,10928,10929,11199,9456,10922.4,10896.4,10790.35,11022.85273,10943.14727,11018.07203,10911.92797,10743.04738,10446.95262,0
2072,2018-05-30,TX,201806,10833,10848,10761,10775,-154,-1.41%,151570,10776,88997,10775,10776,11199,9456,10923.6,10902.3,10804.0,10967.91291,10888.08709,10974.97745,10869.02255,10816.52322,10521.47678,0
2073,2018-05-31,TX,201806,10836,10870,10821,10867,91,0.84%,124660,10865,87385,10866,10867,11199,9456,10907.0,10892.6,10812.3,10844.80831,10705.19169,10923.1248,10792.8752,10844.83682,10563.16318,0
2074,2018-06-01,TX,201806,10854,10925,10844,10915,50,0.46%,111930,10914,89108,10913,10915,11199,9456,10897.0,10896.7,10830.35,10938.2264,10795.7736,10979.01943,10854.98057,10885.34307,10640.65693,0
2075,2018-06-04,TX,201806,10976,11095,10976,11085,171,1.57%,109687,11084,95697,11085,11086,11199,9456,10893.6,10906.2,10849.95,10984.8673,10845.1327,10988.58056,10875.41944,10962.08782,10759.91218,0
2076,2018-06-05,TX,201806,11101,11118,11035,11069,-15,-0.14%,119504,11069,92064,11069,11071,11199,9456,10914.0,10918.2,10874.45,11185.96336,10984.03664,11059.86716,10906.13284,11053.55599,10862.44401,0
2077,2018-06-06,TX,201806,11095,11210,11088,11200,131,1.18%,134205,11198,98231,11198,11200,11210,9456,10942.2,10932.9,10894.45,11188.01328,10949.98672,11017.24735,10838.75265,10961.26564,10776.73436,0
2078,2018-06-07,TX,201806,11245,11253,11174,11227,29,0.26%,127407,11227,94391,11226,11227,11253,9456,11027.2,10967.1,10919.25,11320.99653,11079.00347,10890.62305,10659.37695,10975.69372,10768.30628,0
2079,2018-06-08,TX,201806,11205,11215,11103,11125,-102,-0.91%,122509,11125,93056,11124,11125,11253,9456,11099.2,10998.1,10942.45,11337.93854,11116.06146,11004.51905,10729.48095,10943.17059,10708.82941,0
2080,2018-06-11,TX,201806,11151,11173,11098,11128,3,0.03%,104423,11128,92478,11128,11129,11253,9456,11141.2,11017.4,10955.65,11187.37435,11062.62565,11055.401,10774.599,10942.02142,10697.97858,0
2081,2018-06-12,TX,201806,11148,11152,11054,11141,13,0.12%,159832,11141,89847,11141,11142,11253,9456,11149.8,11031.9,10964.15,11184.74293,11071.25707,11228.5517,10941.4483,11092.679,10837.321,0
2082,2018-06-13,TX,201806,11152,11169,11095,11146,5,0.04%,114215,11146,88255,11145,11147,11253,9456,11164.2,11053.2,10977.75,11182.49892,11099.50108,11211.35224,10926.64776,11053.25581,10790.74419,0
2083,2018-06-14,TX,201806,11101,11106,10984,10985,-161,-1.44%,143124,10985,81479,10985,10986,11253,9456,11153.4,11090.3,10991.45,11183.62233,11108.37767,11309.58745,11090.41255,10991.77835,10724.22165,0
2084,2018-06-15,TX,201806,11001,11075,10961,11055,70,0.64%,145449,11054,69673,11054,11056,11253,9456,11105.0,11102.1,10999.4,11045.50785,10924.49215,11316.40185,11137.59815,11045.32319,10788.67681,0
2085,2018-06-19,TX,201806,10943,10958,10871,10874,-180,-1.63%,170249,10875,34650,10872,10874,11253,9456,11091.0,11116.1,11011.15,11117.33137,10992.66863,11192.21525,11057.78475,11053.95953,10810.04047,0
2086,2018-06-20,TX,201806,10904,10951,10850,10936,61,0.56%,109099,0,16346,10935,10936,11253,9456,11040.2,11095.0,11006.6,10976.2182,10771.7818,11227.18266,11028.81734,11108.24951,10857.75049,0
2087,2018-06-21,TX,201807,10725,10745,10688,10706,-33,-0.31%,130352,10707,87237,10706,10707,10994,10511,10999.2,11081.7,11007.3,11030.37669,10841.62331,11251.09455,11030.90545,11052.8131,10803.1869,0
2088,2018-06-22,TX,201807,10630,10685,10581,10655,-52,-0.49%,141860,10655,89445,10654,10656,10994,10511,10911.2,11032.3,10999.7,10824.5165,10587.4835,11295.65297,10996.34703,10912.64124,10637.35876,0
2089,2018-06-25,TX,201807,10624,10660,10583,10584,-71,-0.67%,122274,10584,90071,10583,10584,10994,10511,10845.2,10975.1,10986.6,10802.40611,10507.59389,11156.95607,10813.04393,11023.11675,10710.88325,0
2090,2018-06-26,TX,201807,10550,10596,10484,10592,8,0.08%,167431,10592,90402,10591,10593,10994,10484,10751.0,10921.0,10969.2,10717.02932,10450.97068,11254.226,10855.774,11093.95519,10736.04481,0
2091,2018-06-27,TX,201807,10585,10625,10538,10554,-38,-0.36%,134481,10556,91912,10555,10556,10994,10484,10694.6,10867.4,10949.65,10720.63219,10463.36781,11082.22401,10665.77599,11281.84315,10888.15685,0
2092,2018-06-28,TX,201807,10513,10578,10484,10523,-33,-0.31%,150442,10523,95673,10523,10524,10994,10484,10618.2,10808.7,10930.95,10608.8467,10499.1533,11141.54272,10730.45728,11283.94429,10854.05571,0
2093,2018-06-29,TX,201807,10541,10692,10526,10677,154,1.46%,155640,10677,95797,10677,10678,10994,10484,10581.6,10746.4,10918.35,10567.03907,10478.96093,10893.48824,10518.51176,11430.53726,10969.46274,0
2094,2018-07-02,TX,201807,10680,10719,10609,10611,-66,-0.62%,141723,10610,91314,10610,10611,10994,10484,10586.0,10715.6,10908.85,10728.60233,10625.39767,10825.2699,10484.7301,11463.30029,10990.69971,0
2095,2018-07-03,TX,201807,10651,10717,10544,10622,12,0.11%,221125,10621,91267,10621,10622,10994,10484,10591.4,10671.2,10893.65,10663.51514,10558.48486,10712.82298,10455.17702,11370.03189,10879.96811,0
2096,2018-07-04,TX,201807,10598,10639,10584,10618,-3,-0.03%,130994,10617,90864,10617,10618,10994,10484,10597.4,10646.0,10870.5,10675.93552,10568.06448,10701.95272,10482.04728,11375.71687,10880.28313,0
2097,2018-07-05,TX,201807,10625,10633,10488,10500,-117,-1.10%,191745,10501,95778,10500,10501,10994,10484,10610.2,10614.2,10847.95,10667.5314,10568.4686,10606.40954,10501.59046,11390.14423,10891.85577,0
2098,2018-07-06,TX,201807,10535,10556,10414,10539,38,0.36%,218771,10538,97156,10539,10541,10994,10414,10605.6,10593.6,10812.95,10557.79481,10442.20519,10575.76211,10470.23789,11392.38252,10899.61748,0
2099,2018-07-09,TX,201807,10583,10676,10582,10661,123,1.17%,147171,10662,96151,10661,10663,10994,10414,10578.0,10582.0,10778.55,10588.45705,10489.54295,10727.69911,10626.30089,11218.88362,10751.11638,0
2100,2018-07-10,TX,201807,10733,10744,10680,10709,47,0.44%,122142,10708,91306,10708,10709,10994,10414,10588.0,10589.7,10755.35,10720.21149,10601.78851,10666.98937,10555.01063,11276.02676,10833.97324,0
2101,2018-07-11,TX,201807,10608,10656,10574,10617,-91,-0.85%,177783,10614,89411,10616,10617,10994,10414,10605.4,10601.4,10734.4,10785.81302,10632.18698,10688.48789,10555.51211,11077.90669,10670.09331,0
2102,2018-07-12,TX,201807,10640,10750,10609,10740,126,1.19%,147260,10738,92520,10738,10740,10994,10414,10605.2,10607.7,10708.2,10693.78125,10540.21875,10682.65764,10553.34236,11118.52249,10753.47751,0
2103,2018-07-13,TX,201807,10808,10850,10768,10848,110,1.02%,133034,10848,86198,10848,10850,10994,10414,10653.2,10629.4,10687.9,10810.79661,10669.20339,10568.86683,10431.13317,10858.87083,10553.12917,0
2104,2018-07-16,TX,201807,10854,10874,10807,10815,-33,-0.30%,137166,10813,57927,10813,10815,10994,10414,10715.0,10646.5,10681.05,10926.57481,10769.42519,10633.88019,10444.11981,10797.09415,10512.90585,0
2105,2018-07-17,TX,201807,10809,10819,10756,10768,-45,-0.42%,150847,10769,36909,10768,10769,10994,10414,10745.8,10666.9,10669.05,10896.49945,10733.50055,10767.29812,10554.70188,10702.11836,10465.88164,0
2106,2018-07-18,TX,201807,10829,10872,10791,10844,75,0.70%,89274,0,23097,10843,10844,10994,10414,10757.6,10681.5,10663.75,10847.56532,10688.43468,10818.1176,10599.8824,10702.9648,10481.0352,0
2107,2018-07-19,TX,201808,10756,10792,10708,10721,5,0.05%,142334,10720,89818,10721,10723,10792,10290,10803.0,10704.1,10659.15,10886.52999,10801.47001,10733.76168,10500.23832,10655.04715,10452.95285,0
2108,2018-07-20,TX,201808,10774,10847,10765,10824,104,0.97%,191859,10824,95182,10824,10825,10847,10290,10799.2,10726.2,10659.9,10769.42892,10672.57108,10834.90922,10645.09078,10624.44698,10421.55302,0
2109,2018-07-23,TX,201808,10846,10864,10794,10830,6,0.06%,142476,10829,94797,10829,10831,10868,10290,10794.4,10754.7,10668.35,10868.37387,10779.62613,10923.15058,10772.84942,10784.54221,10569.45779,0
2110,2018-07-24,TX,201808,10841,10880,10802,10871,42,0.39%,115304,10871,96202,10872,10873,10880,10290,10797.4,10771.6,10680.65,10876.13719,10783.86281,10886.07067,10743.92933,10722.19725,10499.80275,0
