,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA3,MA5,MA10,STD5,norm_Open,norm_High,norm_Low,norm_Close,norm_Volume
19,19,2000-01-31,1360.1600341796875,1394.47998046875,1350.1400146484375,1394.4599609375,993800000,0.0,0.0,1387.6033528645833,1394.8740234375,1423.7490112304688,19.8594336964666,0.16505262698141634,0.16957327036938663,0.16613384221262717,0.1742535677010944,0.057452325011531365
20,20,2000-02-01,1394.4599609375,1412.489990234375,1384.7900390625,1409.280029296875,981000000,0.0,0.0,1384.3933512369792,1393.460009765625,1416.6800048828125,19.515764700685168,0.17336729766648296,0.1739410803634645,0.17455784364699228,0.17785064545392434,0.05629918848016605
21,21,2000-02-02,1409.280029296875,1420.6099853515625,1403.489990234375,1409.1199951171875,1038600000,0.0,0.0,1387.9666748046875,1393.310009765625,1412.0940063476562,19.35881748786043,0.17695984142928592,0.1759103516901469,0.17910411506117635,0.1778118024895407,0.06148830287130996
22,22,2000-02-03,1409.1199951171875,1425.780029296875,1398.52001953125,1424.969970703125,1146500000,0.0,0.0,1404.2866617838542,1394.316015625,1407.4160034179688,20.172649822490506,0.1769210474250931,0.17716419718540358,0.17789583192025926,0.18165885590255731,0.0712088834755535
23,23,2000-02-04,1424.969970703125,1435.9100341796875,1420.6300048828125,1424.3699951171875,1045100000,0.0,0.0,1414.4566650390625,1399.597998046875,1405.356005859375,24.5453639875712,0.18076325176255276,0.17962093858327094,0.1832711397725609,0.1815132318217445,0.06207388001614391
24,24,2000-02-07,1424.3699951171875,1427.1500244140625,1413.3299560546875,1424.239990234375,918100000,0.0,0.0,1419.4866536458333,1412.439990234375,1403.6570068359374,12.684780262901205,0.1806178112357734,0.1774964501071155,0.18149637560315665,0.18148167746852667,0.05063260349400369
25,25,2000-02-08,1424.239990234375,1441.8299560546875,1424.239990234375,1441.719970703125,1047700000,0.0,0.0,1424.5266520182292,1418.39599609375,1405.9280029296874,8.399451154261818,0.18058629665570827,0.18105664540776903,0.18414878769038626,0.18572436025104347,0.06230811087407749
26,26,2000-02-09,1441.719970703125,1444.550048828125,1411.6500244140625,1411.7099609375,1050500000,0.0,0.0,1430.1099853515625,1424.883984375,1409.0969970703125,11.53949847285593,0.18482363168575897,0.1817163256941904,0.18108795607706488,0.17844043038834134,0.06256035949031365
27,27,2000-02-10,1411.699951171875,1422.0999755859375,1406.4300537109375,1416.8299560546875,1058800000,0.0,0.0,1425.8866373697915,1425.3999755859377,1409.857995605469,10.684383926460482,0.1775464564858219,0.17627170597709477,0.17981889374784404,0.1796831385921117,0.06330809645987084
28,28,2000-02-11,1416.8299560546875,1416.8299560546875,1378.8900146484375,1387.1199951171875,1025700000,0.0,0.0,1423.4166259765625,1423.77197265625,1411.6849853515623,11.364776751254697,0.17879002477430678,0.17499361427824883,0.17312344886755657,0.17247203558406635,0.06032615746079336
29,29,2000-02-14,1387.1199951171875,1394.9300537109375,1380.530029296875,1389.93994140625,927300000,0.0,0.0,1405.2166341145833,1416.32197265625,1414.3809814453125,19.887998448081643,0.1715880111080461,0.1696824226925045,0.1735221639041096,0.17315648357813684,0.05146142037592251
30,30,2000-02-15,1389.93994140625,1407.719970703125,1376.25,1402.050048828125,1092100000,0.0,0.0,1397.9632975260415,1409.461962890625,1413.9289794921874,22.24942600197655,0.1722715963794867,0.17278424928720898,0.17248161707778856,0.17609580861600355,0.06630805321725092
31,31,2000-02-16,1402.050048828125,1404.550048828125,1385.5799560546875,1387.6700439453125,1018800000,0.0,0.0,1393.0366617838542,1401.527978515625,1413.2059814453123,13.036148696936682,0.17520721650149573,0.1720154758869581,0.1747498857014422,0.17260554160810346,0.05970454479935424
32,32,2000-02-17,1387.6700439453125,1399.8800048828125,1380.0699462890625,1388.260009765625,1034800000,0.0,0.0,1393.2200113932292,1396.7219970703125,1411.060986328125,12.775471869628715,0.17172134885243429,0.17088289101429183,0.17341031001704088,0.172748736151861,0.06114596546356089
33,33,2000-02-18,1388.260009765625,1388.5899658203125,1345.3199462890625,1346.0899658203125,1042300000,0.0,0.0,1392.6600341796875,1391.0080078125,1407.389990234375,6.262538910100662,0.17186436290450444,0.16814481668271436,0.1649620028428219,0.1625133631945165,0.06182163139990775
34,34,2000-02-22,1346.0899658203125,1358.1099853515625,1331.8800048828125,1352.1700439453125,980000000,0.0,0.0,1374.0066731770833,1382.802001953125,1399.5619873046876,21.346538169423532,0.16164189127487633,0.1607527738663464,0.16169452792473543,0.16398909955608804,0.05620909968865314
35,35,2000-02-23,1352.1700439453125,1370.1099853515625,1342.43994140625,1360.68994140625,993700000,0.0,0.0,1362.17333984375,1375.2480224609376,1392.3549926757812,24.620887515423718,0.16311576752265394,0.1636630288085161,0.16426182540646936,0.16605702076063117,0.05744331613238007
36,36,2000-02-24,1360.68994140625,1364.800048828125,1329.8800048828125,1353.4300537109375,1215000000,0.0,0.0,1352.9833170572915,1366.9760009765623,1384.2519897460938,19.850754504591396,0.16518108218523103,0.162375256391021,0.16120829441830556,0.16429492494004524,0.07737996569418819
37,37,2000-02-25,1353.4300537109375,1362.1400146484375,1329.1500244140625,1333.3599853515625,1065200000,0.0,0.0,1355.4300130208333,1360.1280029296877,1378.425,16.560372159818947,0.16342120742446814,0.16173014158953966,0.16103082393683274,0.15942358463022713,0.0638846647255535
38,38,2000-02-28,1333.3599853515625,1360.8199462890625,1325.0699462890625,1348.050048828125,1026500000,0.0,0.0,1349.1599934895833,1349.147998046875,1370.0780029296875,10.238385182726184,0.1585560072678244,0.16140999696730024,0.16003888859021945,0.1629891080298392,0.06039822849400369
39,39,2000-02-29,1348.050048828125,1369.6300048828125,1348.050048828125,1366.4200439453125,1204300000,0.0,0.0,1344.9466959635415,1349.5400146484376,1366.1710083007813,10.12896429685958,0.16211703645056227,0.1635466233475724,0.16562573650806262,0.1674478122107703,0.076416015625
40,40,2000-03-01,1366.4200439453125,1383.4599609375,1366.4200439453125,1379.18994140625,1274100000,0.0,0.0,1349.2766927083333,1352.3900146484375,1363.8190185546875,12.725854645849546,0.1665701205916503,0.16690068151075105,0.17009179007752745,0.17054727929478006,0.08270421327260148
41,41,2000-03-02,1379.18994140625,1386.56005859375,1370.3499755859375,1381.760009765625,1198600000,0.0,0.0,1364.5533447265625,1356.0900146484375,1361.5330078125,17.52631447216031,0.16966568090638418,0.1676525210545269,0.17104722229835284,0.17117107774797086,0.07590250951337639
42,42,2000-03-03,1381.760009765625,1410.8800048828125,1381.760009765625,1409.1700439453125,1150300000,0.0,0.0,1375.7899983723958,1361.756005859375,1360.9420043945313,20.73669917696356,0.17028869308355873,0.17355062471128072,0.1738211927621899,0.17782395017481703,0.07155122088330258
43,43,2000-03-06,1409.1700439453125,1409.739990234375,1384.75,1391.280029296875,1029000000,0.0,0.0,1390.0399983723958,1376.918017578125,1363.0330078125,22.429705755763877,0.1769331797986393,0.17327414693921728,0.1745481094801155,0.1734817452585362,0.06062345047278598
44,44,2000-03-07,1391.280029296875,1399.2099609375,1349.989990234375,1355.6199951171875,1314100000,0.0,0.0,1394.0700276692708,1385.564013671875,1367.5520141601562,15.902109292114528,0.17259644807897476,0.17072039112234877,0.16609736876417733,0.16482646024213715,0.08630776493311808
45,45,2000-03-08,1355.6199951171875,1373.7900390625,1346.6199951171875,1366.699951171875,1203000000,0.0,0.0,1385.356689453125,1383.40400390625,1367.8970092773438,19.48289492816307,0.1639520727450016,0.1645555200168249,0.16527806649293653,0.1675157503628158,0.0762989001960332
46,46,2000-03-09,1366.699951171875,1401.8199462890625,1357.8800048828125,1401.68994140625,1123000000,0.0,0.0,1371.1999918619792,1380.906005859375,1368.4980102539062,20.90693582830401,0.166637973110044,0.17135336801971338,0.16801556350832372,0.1760084045390152,0.069091796875
47,47,2000-03-10,1401.68994140625,1413.4599609375,1392.0699462890625,1395.0699462890625,1138800000,0.0,0.0,1374.6699625651042,1384.8919921875,1373.3239990234374,22.91398089606025,0.17511992259427314,0.1741763188661753,0.1763277110556201,0.17440162131896247,0.07051519978090406
48,48,2000-03-13,1395.0699462890625,1398.3900146484375,1364.8399658203125,1383.6199951171875,1016100000,0.0,0.0,1387.8199462890625,1382.07197265625,1379.4949951171875,19.840655758917013,0.17351516466797157,0.17052153672734396,0.1697076466139515,0.17162252721274088,0.05946130506226937
49,49,2000-03-14,1383.6199951171875,1395.1500244140625,1359.1500244140625,1359.1500244140625,1094000000,0.0,0.0,1393.4599609375,1380.5399658203123,1383.0519897460938,19.238498677724305,0.1707395735121523,0.16973577026132966,0.16832432653328078,0.16568325722462843,0.06647922192112546
50,50,2000-03-15,1359.1500244140625,1397.989990234375,1356.989990234375,1392.1400146484375,1302800000,0.0,0.0,1379.2799886067708,1381.2459716796875,1382.3249877929688,18.128098063793388,0.16480778976502314,0.1704245223083428,0.16779918603668187,0.1736904780457847,0.08528976158902214
51,51,2000-03-16,1392.1500244140625,1458.469970703125,1392.1500244140625,1458.469970703125,1482300000,0.0,0.0,1378.3066813151042,1386.335986328125,1383.62099609375,16.52484618276238,0.1728073442405936,0.185092202480135,0.17634717938937364,0.18978986459952962,0.1014606996655904
52,52,2000-03-17,1458.469970703125,1477.3299560546875,1453.3199462890625,1464.469970703125,1295100000,0.0,0.0,1403.2566731770833,1397.6919921875,1391.2919921875,36.79353063154135,0.1888840116089652,0.18966614961168773,0.19121861219003486,0.191246164664659,0.08459607789437269
53,53,2000-03-20,1464.469970703125,1470.300048828125,1448.489990234375,1456.6300048828125,920800000,0.0,0.0,1438.3633219401042,1411.5719970703126,1396.8219848632812,47.181050744822194,0.19033847605906892,0.18796124775759623,0.19004436895584842,0.18934327420887015,0.05087584323108856
54,54,2000-03-21,1456.6300048828125,1493.9200439453125,1446.06005859375,1493.8699951171875,1065900000,0.0,0.0,1459.8566487630208,1426.1739990234375,1403.356982421875,47.662940391855855,0.18843798412979013,0.19368959838458114,0.18945361186484544,0.19838204090949305,0.06394772687961255
55,55,2000-03-22,1493.8699951171875,1505.0799560546875,1487.3299560546875,1500.6400146484375,1075000000,0.0,0.0,1471.6566569010415,1453.1179931640625,1417.181982421875,37.24132167575124,0.19746535778280813,0.19639611416545513,0.19948701534106184,0.20002523755687412,0.06476753488238007
56,56,2000-03-23,1500.6400146484375,1532.5,1492.3900146484375,1527.3499755859375,1078300000,0.0,0.0,1483.7133382161458,1474.8159912109377,1430.5759887695312,20.82605265572779,0.1991064832385933,0.2030460573659848,0.20071720035745166,0.20650819053235484,0.06506482789437269
57,57,2000-03-24,1527.3499755859375,1552.8699951171875,1516.8299560546875,1527.4599609375,1052200000,0.0,0.0,1507.2866617838542,1488.5919921875,1443.1419921875,28.629678614229377,0.2055812646798021,0.2079862139461321,0.2066589595609024,0.20653488581146212,0.0627135104358856
58,58,2000-03-27,1527.4599609375,1534.6300048828125,1518.4599609375,1523.8599853515625,901000000,0.0,0.0,1518.4833170572915,1501.189990234375,1456.3809936523437,29.214436887133598,0.20560792631044875,0.2035626288024057,0.20705524105573628,0.20566111169808463,0.04909208515913284
59,59,2000-03-28,1523.8599853515625,1527.3599853515625,1507.0899658203125,1507.72998046875,959100000,0.0,0.0,1526.2233072916667,1514.635986328125,1470.4049926757812,16.111297432588913,0.2047352535586175,0.20179949461319815,0.20429100475877598,0.2017460905045218,0.05432624394603321
60,60,2000-03-29,1507.72998046875,1521.449951171875,1497.449951171875,1508.52001953125,1061900000,0.0,0.0,1519.6833089192708,1517.4079833984374,1485.26298828125,12.413121152768811,0.20082516711160914,0.20036618576487922,0.20194735569650346,0.20193784616088406,0.06358737171356088
61,61,2000-03-30,1508.52001953125,1517.3800048828125,1474.6300048828125,1487.9200439453125,1193400000,0.0,0.0,1513.3699951171875,1518.983984375,1496.899987792969,10.021907719168212,0.20101668106670906,0.19937913732303675,0.1963994444461674,0.19693788852964003,0.07543404779750923
62,62,2000-03-31,1487.9200439453125,1519.81005859375,1484.3800048828125,1498.5799560546875,1227400000,0.0,0.0,1501.3900146484375,1511.097998046875,1499.8449951171874,15.698640240215992,0.1960230257062506,0.19996847697486955,0.198769832790013,0.1995252269794994,0.07849706670894833
63,63,2000-04-03,1498.5799560546875,1507.18994140625,1486.9599609375,1505.969970703125,1021700000,0.0,0.0,1498.3400065104167,1505.3219970703126,1503.2559936523437,13.303813652902718,0.19860710290696998,0.19690783044022936,0.19939706332946583,0.2013189067818038,0.059965802294741695
64,64,2000-04-04,1505.97998046875,1526.449951171875,1416.4100341796875,1494.72998046875,1515460000,0.0,0.0,1497.4933268229167,1501.74599609375,1508.1909912109377,8.67183441607978,0.20040094831366223,0.20157879199078324,0.182245194196555,0.19859077369674152,0.10444804399215867
65,65,2000-04-05,1494.72998046875,1506.550048828125,1478.050048828125,1487.3699951171875,1110300000,0.0,0.0,1499.7633056640625,1499.14599609375,1508.2769897460937,8.372861739119163,0.19767382746971773,0.1967526428954005,0.19723091442600416,0.1968043825056029,0.06794766922278597
66,66,2000-04-06,1487.3699951171875,1511.760009765625,1487.3699951171875,1501.3399658203125,1008000000,0.0,0.0,1496.0266520182292,1494.9159912109376,1506.9499877929688,7.774259319377904,0.19588968796186246,0.1980161691093064,0.1994967495079386,0.20019512737973896,0.05873158585101476
67,67,2000-04-07,1501.3399658203125,1518.6800537109375,1501.3399658203125,1516.3499755859375,891600000,0.0,0.0,1494.47998046875,1497.5999755859375,1504.3489868164063,7.03672052294256,0.19927615892131006,0.19969442678362948,0.2028930834277901,0.20383830707961764,0.04824525051891144
68,68,2000-04-10,1516.3499755859375,1527.18994140625,1503.3499755859375,1504.4599609375,853700000,0.0,0.0,1501.6866455078125,1501.1539794921875,1503.23798828125,11.017136224135909,0.2029147465212786,0.2017582553438455,0.20338175047593918,0.2009524022284662,0.04483088532057196
69,69,2000-04-11,1504.4599609375,1512.800048828125,1486.780029296875,1500.5899658203125,971400000,0.0,0.0,1507.38330078125,1500.8499755859375,1501.2979858398437,10.87067498295946,0.2000324792517178,0.19826840067778057,0.19935331893319644,0.20001308987159777,0.05543433608164207
70,70,2000-04-12,1500.5899658203125,1509.0799560546875,1466.1500244140625,1467.1700439453125,1175900000,0.0,0.0,1507.13330078125,1502.02197265625,1500.583984375,10.349295598255454,0.19909435086504712,0.19736619914617837,0.19433781912727882,0.19190151747106762,0.0738574939460332
71,71,2000-04-13,1467.1700439453125,1477.52001953125,1439.3399658203125,1440.510009765625,1032000000,0.0,0.0,1490.739990234375,1497.981982421875,1496.4489868164062,18.34939073319692,0.19099300281630857,0.18971224404268705,0.18781984472846416,0.18543068255236259,0.060893716847324725
72,72,2000-04-14,1440.510009765625,1440.510009765625,1339.4000244140625,1356.56005859375,1279700000,0.0,0.0,1469.42333984375,1485.8159912109377,1491.7079833984376,31.218966346163885,0.184530324157491,0.18073653039017382,0.16352277065728582,0.16505462932582776,0.08320871050507381
73,73,2000-04-17,1356.56005859375,1401.530029296875,1346.5,1401.43994140625,1204700000,0.0,0.0,1421.4133707682292,1453.8580078125,1477.5059936523437,60.34630029948771,0.16417995422958512,0.17128305698976898,0.16524889366964424,0.1759477253696348,0.07645205114160517
74,74,2000-04-18,1401.43994140625,1441.6099853515625,1397.81005859375,1441.6099853515625,1109400000,0.0,0.0,1399.5033365885415,1433.25400390625,1467.0519897460938,56.1942501066731,0.17505931990885215,0.18100329783894387,0.17772322852222483,0.18569766497193618,0.06786658931042436
75,75,2000-04-19,1441.6099853515625,1447.68994140625,1424.260009765625,1427.469970703125,1001400000,0.0,0.0,1399.8699951171875,1421.4580078125,1461.739990234375,43.21787251823264,0.18479697005511234,0.18247781635197127,0.18415365477382464,0.1822656475963612,0.05813699982702952
76,76,2000-04-20,1427.469970703125,1435.489990234375,1422.0799560546875,1434.5400390625,896200000,0.0,0.0,1423.5066324869792,1413.5179931640623,1455.7499877929688,35.715795900807386,0.18136927861676264,0.1795190690026231,0.18362364719378732,0.18398167109839902,0.04865965895987085
77,77,2000-04-24,1434.5400390625,1434.5400390625,1407.1300048828125,1429.8599853515625,868700000,0.0,0.0,1434.5399983723958,1412.3239990234374,1449.0699951171875,34.67240131145475,0.183083139131515,0.179288685661559,0.17998906360415928,0.18284574401105783,0.046182217193265686
78,78,2000-04-25,1429.8599853515625,1477.6700439453125,1429.8599853515625,1477.43994140625,1071100000,0.0,0.0,1430.6233317057292,1426.983984375,1440.42099609375,15.264497719582824,0.18194864384032589,0.189748628150393,0.18551510265636065,0.1943941928612735,0.0644161885954797
79,79,2000-04-26,1477.43994140625,1482.93994140625,1456.97998046875,1460.989990234375,999600000,0.0,0.0,1447.2799886067708,1442.183984375,1437.718994140625,20.433581619937545,0.1934825362768326,0.19102669024459476,0.19210842781645618,0.19040151536744407,0.05797484000230627
80,80,2000-04-27,1460.989990234375,1469.2099609375,1434.81005859375,1464.9200439453125,1111000000,0.0,0.0,1456.0966389973958,1446.0599853515623,1433.7589965820312,22.07002772385532,0.18949489141259357,0.18769687828500534,0.1867185483911774,0.1913554049466441,0.06801073137684502
81,81,2000-04-28,1464.9200439453125,1473.6199951171875,1448.1500244140625,1452.4300537109375,984600000,0.0,0.0,1467.7833251953125,1453.55,1433.5339965820312,20.4814310003506,0.19044757864751968,0.18876640526555308,0.18996171756941,0.18832387601467984,0.056623508129612546
82,82,2000-05-01,1452.4300537109375,1481.510009765625,1452.4300537109375,1468.25,966300000,0.0,0.0,1459.4466959635415,1457.1280029296877,1434.7260009765623,17.704668899116257,0.1874198708511795,0.19067990144258695,0.19100226439573104,0.19216364081653067,0.0549748832449262
83,83,2000-05-02,1468.25,1468.25,1445.219970703125,1446.2900390625,1011500000,0.0,0.0,1461.86669921875,1464.806005859375,1445.8949951171876,9.208916800566117,0.19125479576451146,0.18746406736311788,0.1892493724244615,0.18683359205927738,0.05904689662130996
84,84,2000-05-03,1446.2900390625,1446.2900390625,1398.3599853515625,1415.0999755859375,991600000,0.0,0.0,1455.6566975911458,1458.576025390625,1450.3800048828125,9.060601668409662,0.18593146534630145,0.1821383102924335,0.1778569249300902,0.17926324348055953,0.05725412967020295
85,85,2000-05-04,1415.0999755859375,1420.989990234375,1404.93994140625,1409.5699462890625,925800000,0.0,0.0,1443.2133382161458,1449.3980224609377,1447.72900390625,21.16328779892432,0.17837065892577833,0.17600251094750138,0.1794566224824028,0.17792101314302514,0.05132628718865314
86,86,2000-05-05,1409.5699462890625,1436.030029296875,1405.0799560546875,1432.6300048828125,805500000,0.0,0.0,1423.6533203125,1438.3280029296875,1445.9390014648438,25.12048387432252,0.1770301204223889,0.17965003994850687,0.17949066238913344,0.18351807394835268,0.04048860556964945
87,87,2000-05-08,1432.6300048828125,1432.6300048828125,1417.050048828125,1424.1700439453125,787600000,0.0,0.0,1419.0999755859375,1434.3679931640625,1445.747998046875,23.87124734438065,0.18262012632937524,0.17882546179396328,0.18240079247989313,0.18146470033764048,0.03887601620156827
88,88,2000-05-09,1424.1700439453125,1430.280029296875,1401.8499755859375,1412.1400146484375,896600000,0.0,0.0,1422.1233317057292,1425.552001953125,1445.17900390625,14.549442214286524,0.1805693409238986,0.17825554278871722,0.1787054000246233,0.1785448115962159,0.048695694476476016
89,89,2000-05-10,1412.1400146484375,1412.1400146484375,1375.1400146484375,1383.050048828125,1006400000,0.0,0.0,1422.9800211588542,1418.7219970703125,1438.649011230469,9.530417905350763,0.17765313259956345,0.17385620384858005,0.17221176104300054,0.17148419174309387,0.058587443784594094
90,90,2000-05-11,1383.050048828125,1410.260009765625,1383.050048828125,1407.81005859375,953600000,0.0,0.0,1406.453369140625,1412.31201171875,1430.8550170898438,18.82315563691648,0.17060141240950064,0.17340026272345438,0.17413482287058532,0.1774938590488078,0.05383075559271218
91,91,2000-05-12,1407.81005859375,1430.1300048828125,1407.81005859375,1420.9599609375,858200000,0.0,0.0,1401.0000406901042,1411.9600341796877,1425.1440185546876,18.903531222402005,0.1766035047408877,0.17821915868101126,0.18015439605437417,0.1806855596554158,0.04523628488238007
92,92,2000-05-15,1420.9599609375,1452.3900146484375,1416.5400390625,1452.3599853515625,854600000,0.0,0.0,1403.9400227864585,1409.626025390625,1421.9970092773438,16.24720728576258,0.17979118232110772,0.1836176839671076,0.18227680056156645,0.18830686925529297,0.04491196523293358
93,93,2000-05-16,1452.3599853515625,1470.4000244140625,1450.760009765625,1466.0400390625,955500000,0.0,0.0,1427.0433349609375,1415.264013671875,1420.4080078125,25.058009085282976,0.18740288552821485,0.18798549396118547,0.1905962487340204,0.19162724644032822,0.05400192429658671
94,94,2000-05-17,1466.0400390625,1466.0400390625,1441.6700439453125,1447.800048828125,820500000,0.0,0.0,1446.4533284505208,1426.0440185546877,1422.3830078125,33.537360269839915,0.19071907749455952,0.18692810488475445,0.1883863257569513,0.187200096612615,0.04183993744234318
95,95,2000-05-18,1447.800048828125,1458.0400390625,1436.5899658203125,1437.2099609375,807900000,0.0,0.0,1455.4000244140625,1438.9940185546875,1425.6530151367188,23.90266227790488,0.1862975079335366,0.18498793492330798,0.18715127365712309,0.18462970566514117,0.04070481866928044
96,96,2000-05-19,1437.2099609375,1437.2099609375,1401.739990234375,1406.949951171875,853700000,0.0,0.0,1450.3500162760415,1444.8739990234376,1428.4170166015624,16.905780868226643,0.18373035687347195,0.17993619843921949,0.17867866074305022,0.17728509663305866,0.04483088532057196
97,97,2000-05-22,1406.949951171875,1410.550048828125,1368.72998046875,1400.719970703125,869000000,0.0,0.0,1430.6533203125,1442.0719970703126,1425.8490112304687,22.194131094747465,0.17639500546282313,0.17347060335804296,0.17065337434523817,0.17577297647265944,0.04620924383071956
98,98,2000-05-23,1400.719970703125,1403.77001953125,1373.4300537109375,1373.8599853515625,869900000,0.0,0.0,1414.9599609375,1431.743994140625,1423.50400390625,27.573207010713386,0.17488479127671688,0.17182630221060247,0.17179604089175118,0.16925361006985037,0.04629032374308118
99,99,2000-05-24,1373.8599853515625,1401.75,1361.0899658203125,1399.050048828125,1152300000,0.0,0.0,1393.8433024088542,1413.3079833984375,1419.6760009765626,29.648078753948585,0.1683736423060245,0.17133640455859417,0.1687959587893955,0.17536765858343886,0.07173139846632841
100,100,2000-05-25,1399.050048828125,1411.6500244140625,1373.9300537109375,1381.52001953125,984500000,0.0,0.0,1391.2100016276042,1403.5579833984375,1421.2760009765625,22.66223684793063,0.17447998427644387,0.173737370806813,0.17191759926835865,0.17111282811564574,0.056614499250461255
101,101,2000-05-26,1381.52001953125,1391.4200439453125,1369.75,1378.02001953125,722600000,0.0,0.0,1384.8100179036458,1392.4199951171877,1418.6469970703124,14.028990164676872,0.170230516872847,0.16883117075354834,0.17090135818189148,0.17026331974432027,0.03302024475322878
