,Unnamed: 0,Date,type,Month,Open,High,Low,Close,Price change,Price change Ratio,Volume,Final Price,# of OC,Final BBP,Final BSP,Hitorical HP,Historical LP,MA5,MA10,MA20,BBAND5UP,BBAND5LOW,BBAND10UP,BBAND10LOW,BBAND20UP,BBAND20LOW
583,583,2012-05-11,TX,201205,0.06633555013048237,0.06397844936442461,0.06283298097251586,0.06145298425793417,-112,-1.50%,0.28265518848257426,7366,45755,7363,7365,8092,7356,7525.4,7536.5,7565.8,7553.373944825826,7410.626055174174,7744.159910509362,7569.840089490638,7712.158884541861,7527.841115458139
584,584,2012-05-14,TX,201205,0.05943261217274182,0.05842242613014564,0.06038054968287526,0.06162134859836687,3,0.04%,0.22044244966031443,7369,35232,7369,7371,8092,7327,7466.4,7523.9,7552.35,7420.846448350843,7313.153551649157,7762.607604086371,7561.392395913629,7714.2099171739,7513.7900828261
585,585,2012-05-15,TX,201205,0.053455678087381095,0.05909588349187642,0.057251585623678644,0.06296826332182844,16,0.22%,0.27495646628896575,7384,26513,7384,7385,8092,7290,7440.2,7516.2,7533.0,7431.326238455405,7306.673761544595,7608.881403370824,7391.118596629176,7611.30576306743,7418.69423693257
586,586,2012-05-16,TX,201205,0.05774896876841485,0.05741224008754946,0.05386892177589852,0.05202458119370317,-129,-1.75%,0.1901699654182915,0,16690,7254,7255,8092,7250,7412.6,7508.3,7516.65,7433.590534057571,7336.409465942429,7638.072194730091,7407.927805269909,7571.198847606681,7386.801152393319
587,587,2012-05-17,TX,201206,0.05017257344894351,0.052950585066083,0.053953488372093024,0.057159693576900414,70,0.97%,0.25964976822897506,7314,47122,7316,7317,8570,6581,7371.6,7466.0,7499.8,7327.098821072193,7182.901178927807,7582.427937988026,7337.572062011974,7594.563877557079,7381.436122442921
588,588,2012-05-18,TX,201206,0.041585992086876,0.04427982153379914,0.043551797040169135,0.041585992086876,-183,-2.50%,0.333536899418733,7135,49156,7131,7134,8570,6581,7338.4,7431.9,7484.6,7363.714148844971,7268.285851155029,7593.479549694103,7370.520450305897,7648.961538730594,7429.038461269406
589,589,2012-05-21,TX,201206,0.042848724640121225,0.04251199595925583,0.045919661733615225,0.04638437578920784,53,0.74%,0.2170235204669757,7184,46040,7186,7188,8570,6581,7291.2,7378.8,7460.45,7223.131210781146,7038.868789218854,7482.618164662825,7251.381835337175,7623.087460963768,7362.912539036231
590,590,2012-05-22,TX,201206,0.048825658725481946,0.04680528664028959,0.04980972515856237,0.050509302129808906,53,0.74%,0.20342383440021583,7236,48498,7236,7237,8570,6581,7255.0,7347.6,7444.1,7277.984443099905,7098.015556900095,7489.6881932916385,7248.3118067083615,7588.190330191614,7303.809669808386
591,591,2012-05-23,TX,201206,0.04049162387406347,0.03922889132081825,0.04033826638477801,0.04209108510817409,-99,-1.37%,0.251752385156844,7135,48164,7135,7137,8570,6581,7225.4,7319.0,7432.0,7299.496719913928,7174.503280086072,7494.061450568017,7275.938549431983,7612.8465652946015,7315.1534347053985
592,592,2012-05-24,TX,201206,0.040912534725145215,0.039902348682549035,0.03966173361522199,0.041585992086876,-4,-0.06%,0.26713020871655263,7129,50908,7130,7131,8570,6581,7201.8,7286.7,7414.45,7205.822670683431,7068.177329316569,7365.342240325272,7144.657759674728,7839.374556544704,7516.625443455296
593,593,2012-05-25,TX,201206,0.040828352554928865,0.03830288744843842,0.03678646934460888,0.03527232932064989,-73,-1.02%,0.27136830745836704,7058,54637,7056,7059,8570,6581,7164.8,7251.6,7394.05,7172.973324862345,7089.026675137655,7413.74170041492,7218.25829958508,7826.903347524409,7487.096652475591
594,594,2012-05-28,TX,201206,0.03384123242697197,0.036114151022813366,0.034841437632135305,0.04032325953363078,58,0.82%,0.2124494150540799,7114,52353,7113,7116,8570,6581,7149.8,7220.5,7372.2,7116.628046315216,6995.371953684784,7236.2637164458865,7025.7362835541135,7845.341375581182,7478.658624418818
595,595,2012-05-29,TX,201206,0.038218705278222076,0.053203131576732045,0.04160676532769556,0.055139321491708054,178,2.50%,0.3237608221126726,7294,49934,7292,7293,8570,6581,7135.4,7195.2,7355.7,7174.352720587818,7057.647279412182,7284.5772229876175,7091.422777012383,7690.660457358101,7309.339542641899
596,596,2012-05-30,TX,201206,0.050509302129808906,0.04789965485310211,0.04930232558139535,0.05025675561915986,-60,-0.82%,0.2566477816201898,7234,52299,7233,7234,8570,6581,7146.4,7185.9,7347.1,7370.257523599971,7213.742476400029,7318.088161898023,7155.911838101977,7712.456828855546,7333.543171144453
597,597,2012-05-31,TX,201206,0.03973398434211634,0.04638437578920784,0.039915433403805496,0.048741476555265596,-18,-0.25%,0.32296372599514384,7217,55405,7216,7219,8570,6581,7165.8,7183.8,7324.9,7319.23473470364,7148.76526529636,7216.528359721548,7057.471640278452,7634.831032714447,7285.168967285553
598,598,2012-06-01,TX,201206,0.044616550214664534,0.042596178129472174,0.03906976744186046,0.038976344810169206,-117,-1.62%,0.3616192087901307,7096,57733,7099,7100,8570,6581,7182.8,7173.8,7302.85,7301.075025712603,7130.924974287397,7198.68131204402,7063.31868795598,7640.61313785434,7323.3868621456595
599,599,2012-06-04,TX,201206,0.02163481774560148,0.019025170468894688,0.018520084566596196,0.01927771697954373,-230,-3.24%,0.33052019718931647,6869,56137,6866,6869,8570,6581,7191.6,7170.7,7274.75,7172.9098072964125,7027.090192703588,7126.232542314799,6985.767457685201,7508.33820254977,7225.66179745023
600,600,2012-06-05,TX,201206,0.02348682549036114,0.025338833235120803,0.02638477801268499,0.02828520919269299,104,1.51%,0.2905525715547053,6970,53626,6969,6973,8570,6581,7141.6,7138.5,7243.05,7017.247611551389,6714.752388448611,7230.67366742195,7001.32633257805,7526.443791557495,7211.556208442505
601,601,2012-06-06,TX,201206,0.02685411229901507,0.02954794174593821,0.029175475687103596,0.03165249600134692,43,0.62%,0.2905820027959679,7015,53229,7013,7014,8570,6581,7077.8,7112.1,7215.55,7114.303078522727,6831.696921477273,7411.255565907843,7172.744434092157,7539.14294502182,7230.85705497818
602,602,2012-06-07,TX,201206,0.039144709150601906,0.037208519235625896,0.03441860465116279,0.03434632544827006,30,0.43%,0.2644764917960415,7047,55083,7045,7048,8570,6581,7033.6,7099.7,7193.2,7131.207613967968,6894.7923860320325,7356.426345203963,7111.573654796037,7404.412382351665,7105.587617648335
603,603,2012-06-08,TX,201206,0.028369391362909335,0.02828520919269299,0.028160676532769557,0.026601565788366022,-94,-1.33%,0.27476271061732027,6955,57431,6953,6954,8570,6581,6999.4,7091.1,7171.35,7123.583967830595,6966.416032169405,7338.945069034915,7093.054930965085,7453.020171872611,7178.979828127389
604,604,2012-06-11,TX,201206,0.03535651149086624,0.03636669753346241,0.037716701902748416,0.03838706961865477,138,1.98%,0.25317734775464157,7092,54160,7093,7094,8570,6581,6970.0,7080.8,7150.65,7013.972124778459,6892.027875221541,7229.589197080621,6970.410802919379,7268.171161327737,6993.828838672263
605,605,2012-06-12,TX,201206,0.025759744086202543,0.028116844852260292,0.029513742071881607,0.032157589022645004,-73,-1.03%,0.22003777009295367,7019,54858,7020,7021,8570,6581,7015.4,7078.5,7136.85,7143.190038852346,7042.809961147654,6995.147396412007,6736.852603587993,7316.0930423559375,7059.906957644063
606,606,2012-06-13,TX,201206,0.03190504251199596,0.030810674299183435,0.03289640591966173,0.0347672362993518,31,0.44%,0.2231231452186496,7048,56808,7048,7049,8570,6581,7024.6,7051.2,7118.55,7064.578942506381,6973.421057493619,7081.303093215291,6864.696906784709,7353.997638865064,7120.002361134936
607,607,2012-06-14,TX,201206,0.031315767320481525,0.033925414597188314,0.03551797040169133,0.036198333193029716,19,0.27%,0.2223186912908052,7063,54541,7065,7067,8570,6581,7032.0,7032.8,7108.3,7096.095552930841,7003.904447069159,7102.719340166989,6923.280659833011,7250.522729001729,7023.477270998271
608,608,2012-06-15,TX,201206,0.031989224682212304,0.03838706961865477,0.03627906976744186,0.0438589106827174,95,1.35%,0.2558506855026611,7154,54139,7155,7159,8570,6581,7036.4,7017.9,7095.85,7115.131486575837,7018.868513424163,7112.736917556086,6977.263082443914,7234.250799028385,7027.749200971615
609,609,2012-06-18,TX,201206,0.05303476723629935,0.05210876336391952,0.0533615221987315,0.05278222072565031,110,1.54%,0.22193363255095283,7265,49632,7264,7266,8570,6581,7077.4,7023.7,7097.2,7204.923767964647,7111.076232035353,7029.442200386959,6876.557799613041,7159.876176286962,6952.123823713038
610,610,2012-06-19,TX,201206,0.05017257344894351,0.047647108342453066,0.05251585623678647,0.05303476723629935,2,0.03%,0.19349079047408824,7265,31291,7265,7267,8570,6581,7111.6,7063.5,7101.0,7353.14841557762,7174.85158442238,7179.872607880735,7006.127392119265,7224.419094259268,7007.580905740732
611,611,2012-06-20,TX,201206,0.052445492044784915,0.05185621685327048,0.056490486257928116,0.05673878272581867,46,0.63%,0.12122237755377333,0,20976,7311,7312,8570,6581,7161.2,7092.9,7102.5,7359.747830163298,7174.252169836702,7119.023447251132,6918.976552748868,7402.47827840802,7181.52172159198
612,612,2012-06-21,TX,201207,0.04124926340601061,0.03863961612930381,0.04059196617336152,0.04032325953363078,-53,-0.74%,0.2112917862310843,7117,42452,7116,7117,7212,6714,7213.4,7122.7,7111.2,7399.83828003738,7222.16171996262,7165.043513506847,6934.9564864931535,7353.347643462282,7114.652356537718
613,613,2012-06-22,TX,201207,0.027948480511827595,0.028874484384207425,0.03230443974630021,0.03375705025675562,-79,-1.11%,0.20916047384298433,7034,52914,7037,7038,7212,6714,7223.2,7129.8,7110.45,7189.532033835601,7042.467966164399,7179.18449090672,6954.81550909328,7335.267965103795,7096.732034896205
614,614,2012-06-25,TX,201207,0.023739372001010187,0.0230659146392794,0.02748414376321353,0.026180654937284283,-86,-1.22%,0.19230863561670714,6948,63801,6946,6948,7212,6714,7199.2,7138.3,7109.55,7142.1180099694575,6933.881990030543,7259.143511902643,7056.856488097357,7219.742421472091,6980.257578527909
615,615,2012-06-26,TX,201207,0.0230659146392794,0.021550635575385134,0.026215644820295984,0.02542301540533715,-9,-0.13%,0.14720525838177226,6939,64435,6938,6939,7212,6714,7136.0,7123.8,7101.15,7084.480035169984,6811.519964830016,7379.913588504541,7148.086411495459,6990.781919764043,6741.218080235957
616,616,2012-06-27,TX,201207,0.020877178213654347,0.025338833235120803,0.024101479915433405,0.029379577405505515,47,0.68%,0.21589287028180412,6986,65921,6985,6989,7212,6714,7070.4,7115.8,7083.5,7075.576132614743,6802.423867385257,7392.254780347897,7141.745219652103,7094.4596640864775,6851.5403359135225
617,617,2012-06-28,TX,201207,0.02954794174593821,0.028032662682043942,0.029513742071881607,0.03047394561831804,13,0.19%,0.22562234812253207,7001,68047,6999,7001,7212,6714,7005.4,7109.4,7071.1,7051.38379004004,6920.6162099599605,7440.998615377242,7181.001384622758,7131.074086911566,6894.925913088434
618,618,2012-06-29,TX,201207,0.026264837107500633,0.03569324017173163,0.03112050739957717,0.04015489519319808,113,1.61%,0.3030559438844333,7114,66572,7114,7117,7212,6714,6982.0,7102.6,7060.25,7034.905431344018,6963.094568655982,7249.762625572317,6982.237374427683,7159.166052309783,6930.833947690217
619,619,2012-07-02,TX,201207,0.038976344810169206,0.03771361225692398,0.041775898520084565,0.041922720767741395,21,0.30%,0.14633703676452556,7136,68067,7134,7135,7212,6714,6997.2,7098.2,7060.95,7176.57603375095,7051.42396624905,7170.586424644456,6905.413575355544,7067.45019659223,6838.54980340777
620,620,2012-07-03,TX,201207,0.042680360299688525,0.04848893004461655,0.04634249471458774,0.049751662597861776,92,1.29%,0.24177764697226106,7228,67252,7228,7232,7280,6714,7034.6,7085.3,7074.4,7211.358627541359,7058.641372458641,7069.652003682636,6826.347996317364,7199.26306978438,6986.73693021562
621,621,2012-07-04,TX,201207,0.05034093778937621,0.052445492044784915,0.053953488372093024,0.05497095715127536,62,0.86%,0.20011036715473476,7290,69100,7288,7290,7327,6714,7092.4,7081.4,7087.15,7318.236577949299,7137.763422050701,7055.270546571348,6822.729453428652,7127.603993941291,6910.396006058709
622,622,2012-07-05,TX,201207,0.053287313746948395,0.05194039902348683,0.056152219873150104,0.05564441451300615,8,0.11%,0.1473450567777696,7297,69639,7298,7299,7327,6714,7153.2,7079.3,7101.0,7389.95478978018,7190.04521021982,7098.223927929831,6873.776072070169,7165.695721614933,6934.304278385067
623,623,2012-07-06,TX,201207,0.05202458119370317,0.05177203468305413,0.05276955602536998,0.05353986025759744,-24,-0.33%,0.21433056189144778,7272,66331,7271,7273,7327,6714,7213.0,7097.5,7113.65,7374.503594686786,7221.496405313214,7129.043262032295,6868.9567379677055,7189.511744334982,6944.488255665018
624,624,2012-07-09,TX,201207,0.04495327889552993,0.047815472682885767,0.04980972515856237,0.050425119959592556,-36,-0.50%,0.1892575969391509,7236,66122,7236,7237,7327,6714,7244.8,7121.0,7129.65,7333.011332263165,7212.988667736835,7252.148470856539,6975.851529143461,7279.376799677698,7036.623200322302
625,625,2012-07-10,TX,201207,0.04890984089569829,0.047647108342453066,0.04642706131078224,0.045626736257260714,-57,-0.79%,0.26926887891496826,7181,67227,7179,7181,7327,6714,7265.0,7149.8,7136.8,7264.241812972966,7207.758187027034,7263.783384021387,7006.216615978613,7387.205357026389,7140.794642973611
626,626,2012-07-11,TX,201207,0.03939725566125095,0.04209108510817409,0.04397463002114165,0.04621601144877515,5,0.07%,0.20441468618939004,7186,66011,7185,7186,7327,6714,7255.2,7173.8,7144.8,7222.668753130814,7135.331246869186,7335.938686299213,7120.061313700787,7387.460615970532,7146.539384029468
627,627,2012-07-12,TX,201207,0.04343799983163566,0.040744170384712515,0.03839323467230444,0.03695597272497685,-110,-1.53%,0.29193583989404753,7079,64421,7076,7079,7327,6714,7234.4,7193.8,7151.6,7232.795726300593,7139.204273699407,7377.970222234572,7202.029777765428,7429.743589300644,7192.256410699356
628,628,2012-07-13,TX,201207,0.03367286808653927,0.034009596767404664,0.03653276955602537,0.03653506187389511,-8,-0.11%,0.23187648689083462,7071,60022,7068,7072,7327,6714,7190.0,7201.5,7152.05,7142.540213405128,7009.459786594872,7370.611638185624,7225.388361814375,7234.438792209309,6997.561207790691
629,629,2012-07-16,TX,201207,0.03527232932064989,0.03417796110783736,0.03441860465116279,0.03527232932064989,-15,-0.21%,0.23846908493365707,7057,50034,7056,7057,7327,6714,7149.6,7197.2,7147.7,7136.190796896494,7005.809203103506,7351.685195557996,7194.314804442004,7157.730990140398,6918.269009859602
630,630,2012-07-17,TX,201207,0.03182086034177961,0.03636669753346241,0.03526427061310782,0.039818166512332685,53,0.75%,0.3002379025335393,7107,31681,7109,7110,7327,6714,7113.6,7189.3,7137.3,7112.683683719391,6999.316316280609,7323.953453599049,7148.046546400951,7066.2011421264615,6829.7988578735385
631,631,2012-07-18,TX,201207,0.037040154895193196,0.0347672362993518,0.0374630021141649,0.03552487583129893,-48,-0.68%,0.12509258577980525,0,17303,7059,7060,7327,6714,7099.8,7177.5,7129.45,7156.580682691433,7063.419317308567,7268.864620402025,7089.135379597975,7053.481647000731,6824.518352999269
632,632,2012-07-19,TX,201208,0.025591379745769846,0.027611751830962202,0.028076109936575052,0.03266268204394309,138,2.00%,0.25465626762808724,7022,56585,7022,7025,7232,6800,7074.4,7154.4,7116.85,7078.272778730635,7039.727221269365,7273.639260608474,7098.360739391526,7093.458957281373,6878.541042718627
633,633,2012-07-20,TX,201208,0.029632123916154558,0.02820102702247664,0.03238900634249472,0.03156831383113057,-10,-0.14%,0.1750668334437005,7013,58558,7012,7014,7232,6800,7064.2,7127.1,7112.3,7052.476535443902,6997.523464556098,7156.917797795047,6995.082202204953,7108.309240231556,6889.690759768444
634,634,2012-07-23,TX,201208,0.020624631703005304,0.019193534809327385,0.019619450317124736,0.019951174341274518,-139,-1.98%,0.21537782355970864,6873,63567,6871,6874,7232,6800,7052.4,7101.0,7111.0,7045.932874915044,6978.067125084956,7142.151950078687,6999.848049921313,7224.33494460052,7003.66505539948
635,635,2012-07-24,TX,201208,0.01616297668153885,0.015573701490024412,0.020042283298097253,0.01986699217105817,0,0.00%,0.16903342898486742,6874,63393,6873,6875,7232,6800,7016.0,7064.8,7107.3,6952.671468779984,6795.328531220016,7140.157946743014,6971.842053256986,7251.790881493377,7018.209118506623
636,636,2012-07-25,TX,201208,0.009428403064230996,0.017509891405000422,0.013699788583509514,0.01742570923478407,-30,-0.44%,0.2648075932602458,6846,65517,6843,6844,7232,6775,6968.6,7034.2,7104.0,6952.152005659996,6793.847994340004,7202.307962820117,7017.692037179883,7350.302085019021,7105.697914980979
637,637,2012-07-26,TX,201208,0.015657883660240762,0.016920616213485985,0.018520084566596196,0.020119538681707214,30,0.44%,0.21564270473107203,6875,67494,6875,6876,7232,6775,6925.6,7000.0,7096.9,6920.724441998623,6767.275558001377,7152.082758876174,6965.917241123826,7422.631783521146,7157.368216478854
638,638,2012-07-27,TX,201208,0.025170468894688106,0.027527569660745856,0.028160676532769557,0.033167775065241184,156,2.27%,0.2463198685404557,7028,65476,7030,7031,7232,6775,6895.8,6980.0,7090.75,6935.283724579348,6816.716275420652,7121.043740035465,6928.956259964535,7437.692474743631,7158.3075252563685
639,639,2012-07-30,TX,201208,0.03468305412913545,0.03350450374610658,0.037378435517970404,0.037040154895193196,49,0.70%,0.17762980403698525,7078,67130,7077,7079,7232,6775,6899.6,6976.0,7086.6,7097.7490823906965,6964.250917609304,7104.95375194149,6919.04624805851,7413.172179836086,7132.827820163914
640,640,2012-07-31,TX,201208,0.03636669753346241,0.039986530852765385,0.03788583509513742,0.043690546342284704,78,1.10%,0.26926152110465257,7157,67580,7155,7156,7232,6775,6940.2,6978.1,7083.7,7171.710928619669,6982.289071380331,6968.953093683144,6779.046906316856,7375.740151710237,7096.259848289763
641,641,2012-08-01,TX,201208,0.03948143783146729,0.042764542469904875,0.044143763213530654,0.04688946881050594,37,0.52%,0.22090108650332327,7194,68604,7193,7196,7232,6775,6996.8,6982.7,7080.1,7275.06871965382,7036.93128034618,6975.0784502233455,6770.921549776655,7315.874358445985,7042.125641554015
642,642,2012-08-03,TX,201208,0.03956562000168364,0.03872379829952016,0.04253699788583509,0.04234363161882313,-54,-0.75%,0.1861182645378069,7140,67432,7139,7141,7232,6775,7066.8,6996.2,7075.3,7305.289532302009,7082.710467697991,6962.829121009961,6725.170878990039,7316.985915273361,7055.014084726639
643,643,2012-08-06,TX,201208,0.05118275949153969,0.051351123831972385,0.052684989429175474,0.050677666470241606,99,1.39%,0.2097368356510436,7237,64105,7237,7238,7314,6775,7119.6,7007.7,7067.4,7198.20859043131,7081.79140956869,7002.384374034134,6749.615625965866,7197.755656952768,6954.244343047232
644,644,2012-08-07,TX,201208,0.04739456183180402,0.04705783315093863,0.051585623678646934,0.05034093778937621,-2,-0.03%,0.15069040786795182,7236,63657,7235,7237,7314,6775,7161.2,7030.4,7065.7,7293.212175754161,7184.787824245839,7175.242296154769,6886.757703845231,7190.081106813802,6951.918893186198
645,645,2012-08-08,TX,201208,0.05353986025759744,0.053203131576732045,0.056152219873150104,0.05572859668322249,63,0.87%,0.24903735315036912,7300,63336,7298,7299,7336,6775,7192.8,7066.5,7065.65,7275.146730875626,7194.853269124374,7222.748584898791,6931.251415101209,7175.009779009962,6936.990220990038
646,646,2012-08-09,TX,201208,0.05901170132166007,0.06296826332182844,0.06198731501057082,0.06768246485394394,141,1.93%,0.30509160473842983,7438,59062,7440,7441,7452,6775,7221.4,7109.1,7071.65,7351.712806793036,7246.287193206964,7301.221520443769,7010.778479556231,7237.308787992031,6982.691212007969
647,647,2012-08-10,TX,201208,0.06591463927940062,0.06406263153464097,0.06866807610993657,0.06793501136459298,6,0.08%,0.16448875481323424,7444,56132,7444,7446,7465,6775,7270.8,7168.8,7084.4,7540.161282767015,7341.838717232985,7340.673651348837,7047.326348651163,7208.037377862065,6909.962622137935
648,648,2012-08-13,TX,201208,0.0651569997474535,0.06490445323680444,0.06909090909090909,0.06877683306675646,10,0.13%,0.16258553454491942,7453,52891,7453,7454,7475,6775,7331.6,7225.6,7102.8,7537.350093733215,7350.649906266785,7271.480949190367,7008.519050809633,7193.331993394007,6856.6680066059935
649,649,2012-08-14,TX,201208,0.06852428655610741,0.07079720515194882,0.07086680761099366,0.07248084855627578,45,0.60%,0.27533416721850246,7495,38868,7495,7498,7545,6775,7374.6,7267.9,7121.95,7544.258739189067,7363.741260810933,7369.106456411663,7108.893543588337,7196.622445818486,6827.377554181514
650,650,2012-08-15,TX,201208,0.06894519740718916,0.06675646098156411,0.0693446088794926,0.06995538344978533,-27,-0.36%,0.10410565815613274,0,23374,7468,7469,7545,6775,7427.2,7310.0,7144.05,7565.288632026517,7430.711367973483,7364.636414637246,7105.363585362754,7075.122468908871,6672.877531091129
651,651,2012-08-16,TX,201209,0.06650391447091505,0.06869265089654011,0.07002114164904863,0.07205993770519405,63,0.85%,0.22101145365805802,7493,46731,7493,7494,7875,6277,7461.0,7341.2,7161.95,7488.765355763868,7447.234644236132,7425.320861301687,7172.679138698313,7085.882708316105,6660.117291683895
652,652,2012-08-17,TX,201209,0.07012374779021803,0.06793501136459298,0.07221987315010571,0.07029211213065073,-21,-0.28%,0.16012802589949232,7474,46958,7472,7473,7875,6277,7471.4,7371.1,7183.65,7514.162230506258,7471.837769493742,7564.290267255773,7317.709732744227,7067.154492448617,6620.845507551383
653,653,2012-08-20,TX,201209,0.06684064315178045,0.06490445323680444,0.06638477801268498,0.06768246485394394,-33,-0.44%,0.206938415127658,7441,48604,7441,7442,7875,6277,7477.0,7404.3,7206.0,7488.321764610482,7455.678235389518,7542.871684520898,7345.128315479102,7104.4670654602105,6647.5329345397895
654,654,2012-08-21,TX,201209,0.0669248253219968,0.0714706625136796,0.07145877378435518,0.07399612762017005,75,1.01%,0.25281436244573613,7515,50076,7515,7516,7875,6277,7474.4,7424.5,7227.45,7461.323385544736,7420.676614455264,7536.279098196322,7371.720901803678,7260.382971251137,6801.617028748863
655,655,2012-08-22,TX,201209,0.0693661082582709,0.06768246485394394,0.07103594080338266,0.07189157336476135,-24,-0.32%,0.17736492286562186,7490,48717,7492,7493,7875,6277,7478.0,7452.6,7259.55,7541.195237645237,7490.804762354763,7554.801760536096,7441.198239463903,7299.4923538012035,6854.5076461987965
656,656,2012-08-23,TX,201209,0.06785082919437663,0.06987120127956899,0.07230443974630021,0.07382776327973735,24,0.32%,0.22333652171780344,7513,49010,7514,7515,7875,6277,7482.6,7471.8,7290.45,7516.048752463945,7465.951247536055,7493.415743152621,7442.584256847379,7365.178028243886,6946.821971756114
657,657,2012-08-24,TX,201209,0.06566209276875158,0.06616718579004967,0.07010570824524313,0.0716390268541123,-25,-0.33%,0.1523066735339563,7487,48679,7487,7488,7875,6277,7486.8,7479.1,7323.95,7542.024275191341,7485.975724808659,7518.997884529323,7467.002115470677,7381.526124846647,7006.473875153353
658,658,2012-08-27,TX,201209,0.07281757723714118,0.0713022981732469,0.07095137420718817,0.06877683306675646,-33,-0.44%,0.20643072621587816,7454,49944,7452,7455,7875,6277,7490.0,7483.5,7354.55,7515.048105294087,7460.951894705913,7495.264780248263,7448.735219751737,7299.819734388467,6980.180265611533
659,659,2012-08-28,TX,201209,0.06439936021550635,0.062210623789881306,0.06443974630021142,0.06423099587507367,-54,-0.72%,0.218509798150737,7399,49556,7398,7400,7875,6277,7492.6,7483.5,7375.7,7476.446380554557,7431.553619445443,7464.264780248263,7417.735219751737,7381.672036503303,7096.327963496697
660,660,2012-08-29,TX,201209,0.06178971293879956,0.05968515868339086,0.06494714587737843,0.06448354238572271,4,0.05%,0.11468618939003752,7403,48495,7403,7404,7875,6277,7469.4,7473.7,7391.85,7439.636346955793,7360.363653044207,7549.487460339656,7482.512539660344,7360.15161804787,7109.84838195213
661,661,2012-08-30,TX,201209,0.058085697449280244,0.058169879619496594,0.06156448202959831,0.06145298425793417,-36,-0.49%,0.20411301596644837,7367,49318,7367,7369,7875,6277,7451.8,7467.2,7404.2,7448.274275256485,7357.725724743515,7530.695843611139,7451.304156388861,7411.851052276884,7186.148947723116
662,662,2012-08-31,TX,201209,0.05934843000252547,0.060274433874905296,0.06342494714587738,0.06279989898139574,16,0.22%,0.1822161724670738,7382,50663,7381,7383,7875,6277,7422.4,7454.6,7412.85,7410.009766332776,7323.990233667224,7562.522572067029,7465.477427932971,7543.569622696001,7338.430377303999
663,663,2012-09-03,TX,201209,0.05892751915144372,0.06406263153464097,0.062494714587737844,0.06785082919437663,61,0.83%,0.23097638142888677,7442,52722,7441,7443,7875,6277,7401.4,7445.7,7425.0,7412.30255961516,7353.69744038484,7540.512950783593,7435.487049216407,7525.823590730302,7362.176409269698
664,664,2012-09-04,TX,201209,0.06507281757723714,0.06448354238572271,0.06909090909090909,0.06835592221567471,7,0.09%,0.11841905182351066,7448,52342,7448,7449,7875,6277,7399.2,7445.9,7435.2,7468.427544120501,7417.572455879499,7506.498476168361,7401.501523831639,7523.838814422927,7384.161185577073
665,665,2012-09-05,TX,201209,0.06153716642815052,0.05951679434295816,0.06156448202959831,0.059264247832309117,-107,-1.44%,0.21617246707379884,7344,52304,7341,7343,7875,6277,7409.0,7439.2,7445.9,7481.348106590649,7416.651893409351,7447.124940318265,7352.875059681735,7550.616442297061,7445.383557702939
666,666,2012-09-06,TX,201209,0.05572859668322249,0.05589696102365519,0.05691331923890063,0.05850660830036198,-12,-0.16%,0.21411963799573247,7332,54068,7331,7333,7875,6277,7396.6,7424.2,7448.0,7383.54691528184,7298.45308471816,7454.882174202707,7351.117825797293,7515.278959379411,7420.721040620589
667,667,2012-09-07,TX,201209,0.06742991834329488,0.06524118191766984,0.06689217758985201,0.06591463927940062,88,1.20%,0.20794888774434062,7419,51409,7418,7420,7875,6277,7389.6,7406.0,7442.55,7381.2,7282.8,7416.032642188648,7317.967357811352,7546.627861229029,7439.372138770971
668,668,2012-09-10,TX,201209,0.06322080983247748,0.06439936021550635,0.06773784355179704,0.06886101523697281,36,0.49%,0.16226424349446938,7456,51271,7455,7457,7875,6277,7397.0,7399.2,7441.35,7470.418250663822,7369.581749336178,7424.293583036593,7341.706416963407,7525.850046425236,7418.149953574764
669,669,2012-09-11,TX,201209,0.06456772455593905,0.06616718579004967,0.0695983086680761,0.06978701910935264,10,0.13%,0.14270963627891006,7465,51723,7466,7467,7875,6277,7399.4,7399.3,7441.4,7507.781057208055,7402.218942791945,7484.427165000758,7401.572834999242,7494.862231665611,7387.137768334389
670,670,2012-09-12,TX,201209,0.07197575553497769,0.07424867413081909,0.07585623678646934,0.07988887953531441,121,1.62%,0.2239374095602482,7583,53509,7584,7586,7875,6277,7402.8,7405.9,7439.8,7522.297069195474,7409.702930804526,7495.0161928021,7402.9838071979,7568.618057736864,7463.381942263136
671,671,2012-09-13,TX,201209,0.07761596093947302,0.0761848640457951,0.08101479915433404,0.07904705783315094,-7,-0.09%,0.15762146518529419,7576,51670,7576,7579,7875,6277,7451.8,7424.2,7445.7,7667.957061928793,7504.042938071207,7411.889773592528,7270.110226407472,7552.341747611231,7429.658252388769
672,672,2012-09-14,TX,201209,0.08653927098240592,0.08872800740803098,0.08947145877378436,0.09276875157841569,163,2.15%,0.24944448532116842,7738,48343,7737,7739,7875,6277,7500.6,7445.1,7449.85,7643.455466791062,7508.544533208938,7413.02894544544,7250.97105455456,7580.952427140471,7447.047572859529
673,673,2012-09-17,TX,201209,0.0899907399612762,0.08948564693997811,0.09412262156448203,0.09394730196144456,15,0.19%,0.17016162656660044,7750,42141,7752,7753,7875,6277,7564.4,7480.7,7463.2,7841.700730279779,7636.299269720221,7536.406228355702,7303.593771644298,7579.979671667168,7396.020328332832
