,Date,type,Month,Open,High,Low,Close,Price change,Price change Ratio,Volume,Final Price,# of OC,Final BBP,Final BSP,Hitorical HP,Historical LP,MA5,MA10,MA20,BBAND5UP,BBAND5LOW,BBAND10UP,BBAND10LOW,BBAND20UP,BBAND20LOW
931,2013-10-03,TX,201310,8172,8385,8171,8378,219,2.68%,121376.0,8377,55679,8377,8378,8385,7652,8158.6,8202.8,8182.0,8180.482759633399,8133.517240366601,8281.105716915976,8184.894283084024,8221.696153700255,8120.303846299744
932,2013-10-04,TX,201310,8357,8393,8345,8366,-11,-0.13%,76363.0,8366,54786,8365,8367,8393,7652,8197.6,8216.6,8197.35,8470.404761782063,8285.595238217937,8254.09739798333,8111.90260201667,8251.32601014488,8130.673989855121
933,2013-10-07,TX,201310,8367,8370,8296,8326,-40,-0.48%,68526.0,8325,51571,8325,8326,8393,7652,8234.2,8229.4,8209.15,8479.26146741059,8252.73853258941,8267.12633357041,8098.873666429589,8262.52245982158,8125.47754017842
934,2013-10-08,TX,201310,8302,8383,8291,8374,49,0.59%,86038.0,8373,49503,8374,8375,8393,7652,8275.4,8236.4,8218.5,8427.033855711836,8224.966144288164,8208.829274453865,8031.170725546135,8217.02499560014,8074.975004399859
935,2013-10-09,TX,201310,8324,8377,8319,8335,-38,-0.45%,72882.0,8338,47316,8335,8337,8393,7652,8320.2,8247.0,8229.25,8457.66695883083,8290.33304116917,8247.835576351346,8052.1644236486545,8239.207431637116,8084.792568362884
936,2013-10-11,TX,201310,8439,8450,8355,8361,23,0.28%,95865.0,8361,41885,8361,8362,8450,7652,8355.8,8257.2,8237.45,8356.2075458269,8313.7924541731,8258.10667633742,8055.893323662579,8328.26693825297,8169.733061747031
937,2013-10-14,TX,201310,8345,8348,8273,8294,-67,-0.80%,94880.0,8294,31146,8294,8296,8450,7652,8352.4,8275.0,8245.95,8379.575252353603,8342.424747646397,8480.140099862885,8275.859900137115,8322.86342679373,8157.136573206269
938,2013-10-15,TX,201310,8359,8385,8338,8354,60,0.72%,86777.0,8355,20312,8354,8355,8450,7652,8338.0,8286.1,8250.95,8321.978563222581,8266.021436777419,8463.46327513479,8268.53672486521,8320.594476207552,8155.405523792448
939,2013-10-16,TX,201310,8372,8377,8340,8345,-10,-0.12%,36523.0,0,10294,8344,8345,8450,7652,8343.6,8309.5,8261.35,8381.817979797246,8326.182020202754,8407.56990866735,8244.43009133265,8337.816425612466,8174.183574387535
940,2013-10-17,TX,201311,8380,8422,8356,8363,31,0.37%,76826.0,8364,45470,8362,8364,8435,8056,8337.8,8329.0,8270.5,8368.57456256222,8321.42543743778,8436.091867422392,8311.908132577608,8348.414861810488,8187.585138189511
941,2013-10-18,TX,201311,8382,8429,8373,8416,52,0.62%,71072.0,8417,47051,8416,8418,8435,8056,8343.4,8349.6,8276.2,8388.49195951668,8337.50804048332,8359.25365951769,8310.74634048231,8315.696795584836,8150.303204415165
942,2013-10-21,TX,201311,8441,8445,8393,8401,-16,-0.19%,59834.0,8400,45875,8399,8401,8445,8056,8354.4,8353.4,8285.0,8455.000512817141,8376.999487182859,8391.562067992856,8330.437932007144,8270.595661993046,8095.404338006953
943,2013-10-22,TX,201311,8377,8423,8352,8414,14,0.17%,75663.0,8416,47463,8414,8415,8445,8056,8375.8,8356.9,8293.15,8428.708482455739,8373.291517544261,8327.652488763835,8260.347511236165,8273.38211935997,8092.617880640029
944,2013-10-23,TX,201311,8436,8440,8340,8361,-55,-0.65%,95797.0,8359,46032,8359,8361,8445,8056,8387.8,8365.7,8301.05,8442.645418481845,8385.354581518155,8389.855404055736,8318.144595944264,8213.636250992871,8026.363749007129
945,2013-10-24,TX,201311,8348,8400,8326,8391,32,0.38%,78189.0,8393,44086,8391,8392,8445,8056,8391.0,8364.4,8305.7,8385.240462041802,8336.759537958198,8380.766464740032,8309.233535259968,8244.187101027688,8055.812898972312
946,2013-10-25,TX,201311,8353,8366,8291,8322,-71,-0.85%,98615.0,8320,45216,8320,8322,8445,8056,8396.6,8370.0,8313.6,8410.985995096567,8371.014004903433,8398.102706448364,8327.897293551636,8251.384002881845,8062.615997118156
947,2013-10-28,TX,201311,8320,8410,8320,8388,68,0.82%,73935.0,8389,43644,8388,8390,8445,8056,8377.8,8366.1,8320.55,8354.920510324113,8289.079489675887,8453.937975697183,8378.062024302817,8467.502779286455,8288.497220713545
948,2013-10-29,TX,201311,8362,8435,8359,8410,21,0.25%,98283.0,8408,46194,8409,8411,8445,8056,8375.2,8375.5,8330.8,8419.466807909288,8356.533192090712,8430.648777377828,8371.351222622172,8450.777119554748,8281.222880445252
949,2013-10-30,TX,201311,8424,8460,8405,8441,33,0.39%,75193.0,8440,47610,8440,8441,8460,8056,8374.4,8381.1,8345.3,8440.506392772662,8379.493607227338,8444.339578111767,8383.660421888233,8397.194873410941,8254.805126589059
950,2013-10-31,TX,201311,8422,8465,8408,8427,-13,-0.15%,77387.0,8429,50411,8427,8428,8465,8056,8390.4,8390.7,8359.85,8480.062001996825,8401.937998003175,8393.508614242997,8328.491385757003,8432.376600620453,8315.623399379547
951,2013-11-01,TX,201311,8457,8476,8372,8393,-36,-0.43%,101517.0,8391,49133,8392,8393,8476,8056,8397.6,8397.1,8373.35,8468.735356713463,8385.264643286537,8423.72445568684,8358.27554431316,8372.33132063027,8297.66867936973
952,2013-11-04,TX,201311,8360,8369,8313,8339,-52,-0.62%,81711.0,8338,45992,8338,8339,8476,8056,8411.8,8394.8,8374.1,8413.033971149025,8372.966028850975,8354.117907777438,8289.882092222562,8398.567139896457,8323.432860103543
953,2013-11-05,TX,201311,8326,8353,8255,8268,-70,-0.84%,99344.0,8267,47924,8267,8268,8476,8056,8402.0,8388.6,8372.75,8374.383612025907,8303.616387974093,8424.064386865715,8351.935613134285,8332.311714918547,8255.688285081453
954,2013-11-06,TX,201311,8281,8288,8231,8269,2,0.02%,86347.0,8269,48249,8269,8271,8476,8056,8373.6,8374.0,8369.85,8331.433744962756,8204.566255037244,8459.773486918239,8360.226513081761,8397.574390414555,8310.425609585445
955,2013-11-07,TX,201311,8266,8279,8224,8257,-12,-0.15%,74161.0,8258,47499,8257,8258,8476,8056,8339.2,8364.8,8364.6,8333.18847248533,8204.81152751467,8499.977622875122,8382.022377124878,8393.773353380713,8296.226646619287
956,2013-11-08,TX,201311,8230,8269,8211,8224,-34,-0.41%,77595.0,8224,46603,8224,8225,8476,8056,8305.2,8351.4,8360.7,8309.666497890024,8204.333502109976,8493.273976793309,8360.726023206691,8416.839669389772,8309.160330610228
957,2013-11-11,TX,201311,8230,8236,8179,8195,-29,-0.35%,74493.0,8195,51055,8195,8196,8476,8056,8271.4,8341.6,8353.85,8261.526523953065,8186.473476046935,8469.373031889536,8316.626968110464,8477.531516314812,8354.468483685188
958,2013-11-12,TX,201311,8225,8247,8172,8216,21,0.26%,83476.0,8215,52213,8216,8217,8476,8056,8242.6,8322.3,8348.9,8223.848570155209,8166.151429844791,8424.989592393498,8253.010407606502,8470.600215516908,8331.399784483092
959,2013-11-13,TX,201311,8186,8193,8101,8107,-108,-1.31%,90870.0,8107,51778,8107,8109,8476,8056,8232.2,8302.9,8342.0,8243.139638906956,8188.860361093043,8353.899301510548,8182.100698489452,8489.355159080185,8338.644840919815
960,2013-11-14,TX,201311,8143,8157,8085,8124,17,0.21%,85513.0,8124,49205,8124,8125,8476,8056,8199.8,8269.5,8330.1,8157.507029213764,8056.492970786236,8359.518782581295,8178.481217418704,8452.091108237852,8269.908891762148
961,2013-11-15,TX,201311,8177,8214,8148,8159,35,0.43%,93361.0,8161,45266,8159,8160,8476,8056,8173.2,8239.2,8318.15,8172.354524090306,8075.645475909694,8340.138198200346,8173.861801799654,8492.116405691659,8289.883594308341
962,2013-11-18,TX,201311,8194,8223,8178,8189,28,0.34%,76515.0,8189,35869,8189,8190,8476,8056,8160.2,8215.8,8305.3,8200.150455647537,8117.849544352462,8292.133398564874,8155.866601435126,8426.149459912185,8217.850540087815
963,2013-11-19,TX,201311,8224,8256,8208,8249,60,0.73%,81106.0,8246,20689,8247,8249,8476,8056,8159.0,8200.8,8294.7,8229.194526990625,8148.805473009376,8249.508347984505,8140.491652015494,8492.6571067821,8283.3428932179
964,2013-11-20,TX,201311,8230,8258,8216,8219,-27,-0.33%,36809.0,0,10288,8219,8220,8476,8056,8165.6,8198.9,8286.45,8299.420630698158,8198.579369301842,8268.424135662879,8163.57586433712,8511.37971937227,8308.62028062773
965,2013-11-21,TX,201312,8166,8170,8062,8078,-129,-1.57%,96488.0,8078,48040,8078,8079,8455,7280,8188.0,8193.9,8279.35,8262.863424398922,8175.136575601077,8154.66854308661,8059.33145691339,8541.881254452946,8340.118745547054
966,2013-11-22,TX,201312,8078,8110,8076,8086,8,0.10%,55847.0,8087,46777,8086,8087,8455,7280,8178.8,8176.0,8263.7,8136.652877167279,8019.347122832721,8177.823786563192,8070.176213436808,8533.470230581135,8320.529769418865
967,2013-11-25,TX,201312,8145,8218,8142,8195,108,1.34%,77378.0,8192,44833,8193,8195,8455,7280,8164.2,8162.2,8251.9,8155.79226318153,8016.20773681847,8216.325038159603,8101.6749618403965,8505.27461868116,8280.72538131884
968,2013-11-26,TX,201312,8166,8277,8154,8249,57,0.70%,100277.0,8245,47501,8248,8249,8455,7280,8165.4,8162.2,8242.25,8265.258380283067,8124.741619716933,8246.325038159603,8131.6749618403965,8447.389056181886,8230.610943818114
969,2013-11-27,TX,201312,8236,8300,8232,8299,54,0.65%,73671.0,8297,47635,8298,8299,8455,7280,8165.4,8165.5,8234.2,8319.258380283067,8178.741619716933,8310.149407192548,8187.850592807452,8369.383726504799,8166.6162734952
970,2013-11-28,TX,201312,8350,8392,8338,8378,81,0.98%,73050.0,8377,51834,8378,8379,8455,7280,8181.4,8184.7,8227.1,8386.609588516327,8211.390411483673,8288.35856111541,8149.641438884591,8360.103732086012,8177.896267913987
971,2013-11-29,TX,201312,8375,8428,8372,8427,50,0.60%,65787.0,8425,54358,8425,8427,8455,7280,8241.4,8210.1,8224.65,8476.323140714687,8279.676859285313,8164.795679615981,7991.204320384019,8343.223126248124,8170.776873751875
972,2013-12-02,TX,201312,8431,8447,8391,8413,-12,-0.14%,73323.0,8411,55458,8411,8413,8455,7280,8309.6,8236.9,8226.35,8511.118012339808,8342.881987660192,8192.106974323086,7979.893025676914,8313.787123241587,8134.212876758413
973,2013-12-03,TX,201312,8392,8424,8378,8409,-2,-0.02%,65908.0,8408,55878,8409,8410,8455,7280,8353.2,8259.3,8230.05,8481.45845455457,8344.54154544543,8311.741637816162,8078.258362183838,8290.684102650335,8099.315897349664
974,2013-12-04,TX,201312,8375,8449,8372,8436,28,0.33%,93441.0,8434,56731,8434,8437,8455,7280,8385.2,8275.3,8237.1,8454.975645726841,8363.024354273159,8373.912009030357,8124.087990969643,8319.12560302854,8112.87439697146
975,2013-12-05,TX,201312,8423,8443,8352,8379,-55,-0.65%,100533.0,8378,53804,8378,8379,8455,7280,8412.6,8297.0,8245.45,8455.825236442473,8416.174763557527,8430.89996209249,8167.100037907511,8218.769170615156,7995.230829384844
976,2013-12-06,TX,201312,8377,8409,8354,8384,6,0.07%,77433.0,8384,53311,8383,8384,8455,7280,8412.8,8327.1,8251.55,8398.477166118304,8359.522833881696,8489.211015641436,8266.788984358564,8239.499989177488,8008.500010822511
977,2013-12-09,TX,201312,8455,8495,8445,8456,72,0.86%,76944.0,8456,54125,8456,8457,8495,7280,8404.2,8356.9,8259.55,8404.759576103572,8363.240423896428,8504.399547802297,8349.600452197703,8277.808448773645,8040.191551226354
978,2013-12-10,TX,201312,8431,8458,8427,8455,-1,-0.01%,55279.0,8454,53838,8454,8455,8495,7280,8412.8,8383.0,8272.6,8485.633764526297,8426.366235473703,8473.583826224496,8352.416173775504,8314.165650239993,8063.834349760008
979,2013-12-11,TX,201312,8458,8510,8422,8432,-22,-0.26%,110731.0,8432,55307,8430,8432,8510,7280,8422.0,8403.6,8284.55,8488.86443562205,8421.13556437795,8453.371612546762,8364.628387453238,8379.487346129807,8118.512653870193
980,2013-12-12,TX,201312,8390,8406,8358,8392,-40,-0.47%,85000.0,8392,54431,8392,8396,8510,7280,8421.2,8416.9,8300.8,8465.570224902434,8398.429775097566,8463.901433654923,8408.098566345077,8346.568648185987,8091.431351814013
981,2013-12-13,TX,201312,8359,8404,8352,8397,5,0.06%,78852.0,8396,54794,8396,8397,8510,7280,8423.8,8418.3,8314.2,8422.570574086856,8361.429425913144,8405.214690537941,8352.785309462059,8200.258578431127,7955.741421568873
982,2013-12-16,TX,201312,8375,8385,8325,8336,-60,-0.71%,95020.0,8334,50521,8334,8336,8510,7280,8426.4,8415.3,8326.1,8424.470711676257,8369.529288323743,8410.75836317864,8357.24163682136,8204.084673010513,7967.915326989486
983,2013-12-17,TX,201312,8383,8385,8358,8362,28,0.34%,57370.0,8361,40474,8362,8363,8510,7280,8402.4,8407.6,8333.45,8376.47023597658,8295.52976402342,8491.84745458188,8420.15254541812,8308.820242048592,8081.179757951409
984,2013-12-18,TX,201312,8380,8380,8338,8338,-23,-0.28%,31195.0,0,31221,8338,8339,8510,7280,8383.8,8402.9,8339.1,8394.633724886993,8329.366275113007,8493.349576268845,8416.650423731155,8361.282189148591,8136.717810851409
985,2013-12-19,TX,201401,8392,8431,8371,8392,60,0.72%,83798.0,8392,53840,8392,8393,8500,8048,8365.0,8393.1,8345.05,8363.81472448042,8312.18527551958,8473.064461520882,8390.935538479118,8407.861138612454,8190.138861387546
986,2013-12-20,TX,201401,8391,8428,8382,8415,23,0.27%,63180.0,8414,53683,8414,8415,8500,8048,8365.0,8394.4,8360.75,8417.81472448042,8366.18527551958,8432.802450906778,8351.197549093222,8468.27008086847,8287.72991913153
987,2013-12-23,TX,201401,8449,8495,8445,8475,61,0.72%,53452.0,8475,55339,8475,8476,8500,8048,8368.6,8397.5,8377.2,8445.8,8384.2,8438.071279502836,8355.928720497164,8492.19861961729,8361.80138038271
988,2013-12-24,TX,201401,8480,8487,8462,8483,8,0.09%,34318.0,8481,54022,8481,8483,8500,8048,8396.4,8399.4,8391.2,8522.195762521651,8427.804237478349,8380.064044299179,8291.935955700821,8466.602798434411,8359.397201565589
989,2013-12-25,TX,201401,8500,8504,8488,8500,19,0.22%,28150.0,8500,53541,8500,8501,8504,8048,8420.6,8402.2,8402.9,8536.898422982496,8429.101577017504,8410.203319387776,8313.796680612224,8455.332386081443,8362.667613918557
990,2013-12-26,TX,201401,8510,8514,8483,8501,1,0.01%,30200.0,8501,54340,8501,8502,8514,8048,8453.0,8409.0,8412.95,8541.85212061533,8458.14787938467,8394.08029957124,8281.91970042876,8480.467375681505,8391.532624318495
991,2013-12-27,TX,201401,8496,8550,8490,8543,42,0.49%,56418.0,8543,56949,8542,8543,8550,8048,8474.8,8419.9,8419.1,8532.51126782597,8469.48873217403,8453.997499949595,8330.002500050405,8426.603466260347,8331.396533739653
992,2013-12-30,TX,201401,8549,8637,8546,8625,82,0.96%,70122.0,8624,58465,8624,8625,8637,8048,8500.4,8434.5,8424.9,8566.508296407865,8519.491703592135,8486.368410378822,8343.631589621178,8438.743858102987,8329.256141897013
993,2013-12-31,TX,201401,8650,8664,8622,8633,9,0.10%,51329.0,8633,58759,8633,8634,8664,8048,8530.4,8463.4,8435.5,8676.270264286426,8573.729735713574,8558.16874412903,8391.83125587097,8525.853060061818,8386.146939938182
994,2014-01-02,TX,201401,8644,8649,8585,8618,-15,-0.17%,70152.0,8616,59890,8617,8618,8664,8048,8560.4,8490.5,8446.7,8691.177658942244,8574.822341057756,8572.615009903475,8393.384990096525,8536.665231279903,8373.334768720097
995,2014-01-03,TX,201401,8595,8597,8530,8541,-75,-0.87%,82686.0,8542,60584,8541,8543,8664,8048,8584.0,8518.5,8455.8,8670.550927679727,8565.449072320273,8580.912607175891,8419.087392824109,8521.709865678196,8342.290134321804
996,2014-01-06,TX,201401,8539,8561,8503,8528,-14,-0.16%,81494.0,8526,58614,8526,8528,8664,8048,8592.0,8533.4,8463.9,8582.104744251728,8499.895255748272,8570.103111362658,8431.896888637342,8481.723408316893,8302.276591683107
997,2014-01-07,TX,201401,8528,8575,8525,8551,25,0.29%,76176.0,8550,59686,8551,8552,8664,8048,8589.0,8544.7,8471.1,8572.939959946578,8483.060040053422,8599.996578844699,8486.003421155301,8485.795776926609,8308.204223073391
998,2014-01-08,TX,201401,8556,8599,8550,8586,36,0.42%,69802.0,8584,58207,8586,8587,8664,8048,8574.2,8552.3,8475.85,8593.780369329868,8508.219630670132,8677.048150783674,8572.951849216326,8426.387651258345,8245.612348741655
999,2014-01-09,TX,201401,8565,8573,8514,8528,-56,-0.65%,99558.0,8528,57361,8527,8529,8664,8048,8564.8,8562.6,8482.4,8618.835346807975,8553.164653192025,8680.288899331661,8585.711100668339,8455.337773703897,8268.662226296103
1000,2014-01-10,TX,201401,8523,8548,8516,8539,11,0.13%,63745.0,8541,54347,8539,8541,8664,8048,8546.8,8565.4,8487.2,8549.423351745234,8506.576648254766,8662.229401985556,8573.770598014444,8431.09060102932,8244.90939897068
1001,2014-01-13,TX,201401,8598,8629,8566,8572,31,0.36%,95870.0,8571,38736,8571,8572,8664,8048,8546.4,8569.2,8494.55,8560.5462293685,8517.4537706315,8580.959479476089,8501.040520523911,8483.065072887468,8300.934927112532
1002,2014-01-14,TX,201401,8530,8559,8514,8547,-24,-0.28%,73027.0,8547,32667,8546,8547,8664,8048,8555.2,8572.1,8503.3,8593.216974336601,8550.783025663399,8566.993460990274,8489.006539009726,8504.668333317844,8325.331666682156
1003,2014-01-15,TX,201401,8570,8613,8563,8610,63,0.74%,52535.0,0,18341,8610,8611,8664,8048,8554.4,8564.3,8513.85,8568.43455154651,8525.56544845349,8586.253510463499,8515.746489536501,8556.394886203005,8393.605113796995
1004,2014-01-16,TX,201402,8650,8662,8610,8618,8,0.09%,65354.0,8618,56319,8616,8618,8662,8355,8559.2,8562.0,8526.25,8639.23969904086,8580.76030095914,8617.215380824202,8554.784619175798,8559.030832561533,8406.969167438467
1005,2014-01-17,TX,201402,8610,8625,8577,8606,-12,-0.14%,76169.0,8604,57001,8604,8606,8662,8355,8577.2,8562.0,8540.25,8650.058696168122,8585.941303831878,8559.215380824202,8496.784619175798,8565.066792605752,8434.933207394248
1006,2014-01-20,TX,201402,8585,8634,8571,8622,18,0.21%,69809.0,8623,59336,8622,8623,8662,8355,8590.6,8568.5,8550.95,8632.874523251585,8579.125476748415,8571.888447819865,8506.111552180135,8557.889783792874,8444.110216207126
1007,2014-01-21,TX,201402,8642,8647,8611,8623,0,0.00%,65389.0,8621,60465,8622,8623,8662,8355,8600.6,8577.9,8561.3,8649.390509305233,8594.609490694767,8605.39895207937,8538.60104792063,8592.574287690293,8493.425712309707
1008,2014-01-22,TX,201402,8595,8636,8585,8635,14,0.16%,61473.0,8634,60166,8635,8636,8662,8355,8615.8,8585.1,8568.7,8629.705221845696,8616.294778154304,8581.564287928439,8512.435712071561,8672.125470819929,8577.874529180071
1009,2014-01-23,TX,201402,8646,8650,8587,8596,-38,-0.44%,77610.0,8597,59145,8595,8596,8662,8355,8620.8,8590.0,8576.3,8644.3252345815,8625.6747654185,8647.677579540092,8572.322420459908,8677.895545436046,8588.104454563954
1010,2014-01-24,TX,201402,8570,8629,8551,8619,22,0.26%,76250.0,8617,61711,8618,8619,8662,8355,8616.4,8596.8,8581.1,8609.749181793837,8582.250818206163,8649.504920250653,8586.495079749347,8659.483611221782,8576.516388778218
1011,2014-01-27,TX,201402,8510,8547,8445,8446,-171,-1.98%,124091.0,8449,61081,8446,8447,8662,8355,8619.0,8604.8,8587.0,8631.727922061358,8606.272077938642,8631.372425977821,8580.627574022179,8578.90910180946,8503.09089819054
1012,2014-02-05,TX,201402,8302,8328,8196,8243,-206,-2.44%,123024.0,8242,56745,8242,8244,8662,8196,8583.8,8592.2,8582.15,8516.049696644597,8375.950303355403,8675.84384830229,8568.15615169771,8576.07106718183,8479.92893281817
1013,2014-02-06,TX,201402,8278,8292,8247,8275,33,0.40%,81137.0,8276,52424,8275,8276,8662,8196,8507.8,8561.8,8563.05,8391.501043767375,8094.498956232625,8741.172585653358,8504.827414346642,8638.208643493635,8463.791356506365
1014,2014-02-07,TX,201402,8327,8373,8315,8339,63,0.76%,84636.0,8339,50744,8338,8340,8662,8196,8435.8,8528.3,8545.15,8431.434523043989,8118.565476956012,8779.345453686634,8490.654546313366,8691.777726861566,8480.222273138434
1015,2014-02-10,TX,201402,8375,8403,8353,8355,16,0.19%,75690.0,8354,51889,8354,8355,8662,8196,8384.4,8500.4,8531.2,8475.275603099015,8202.724396900985,8747.115981947642,8444.884018052358,8641.37486493928,8414.62513506072
1016,2014-02-11,TX,201402,8354,8415,8346,8414,60,0.72%,69071.0,8413,50694,8413,8414,8662,8196,8331.6,8475.3,8521.9,8425.346570634254,8284.653429365746,8771.33190736021,8466.66809263979,8658.644849450362,8419.355150549638
1017,2014-02-12,TX,201402,8447,8496,8437,8481,68,0.81%,84727.0,8483,51297,8481,8484,8662,8196,8325.2,8454.5,8516.2,8474.4,8353.6,8590.90013802616,8301.09986197384,8693.912509612426,8450.087490387574
1018,2014-02-13,TX,201402,8495,8495,8443,8443,-40,-0.47%,60328.0,8445,51343,8443,8445,8662,8196,8372.8,8440.3,8512.7,8550.898211708169,8411.101788291831,8377.258742732085,8108.741257267916,8668.868002363213,8425.131997636787
1019,2014-02-14,TX,201402,8496,8568,8488,8508,63,0.75%,108056.0,8506,45962,8506,8507,8662,8196,8406.4,8421.1,8505.55,8496.192480671614,8389.807519328386,8392.756910625238,8157.243089374763,8731.552241855097,8488.447758144903
1020,2014-02-17,TX,201402,8547,8557,8514,8528,22,0.26%,68133.0,8526,36448,8527,8528,8662,8196,8440.2,8412.3,8504.55,8561.319414850503,8454.680585149497,8446.170005132033,8231.829994867967,8739.445656571159,8496.554343428841
1021,2014-02-18,TX,201402,8530,8564,8506,8562,36,0.42%,74608.0,8562,28586,8560,8562,8662,8196,8474.8,8403.2,8504.0,8569.662453120285,8486.337546879715,8447.025865929096,8262.974134070904,8727.313230935459,8484.686769064541
1022,2014-02-19,TX,201402,8535,8569,8535,8557,-5,-0.06%,33192.0,0,19396,8556,8557,8662,8196,8504.4,8414.8,8503.5,8602.509751912348,8521.490248087652,8517.309050910364,8310.690949089636,8743.052261441082,8500.947738558918
1023,2014-02-20,TX,201403,8530,8548,8483,8483,-63,-0.74%,104153.0,8485,48673,8483,8485,8646,7365,8519.6,8446.2,8504.0,8600.05624228843,8513.94375771157,8574.580767254816,8387.419232745184,8744.25139174459,8501.74860825541
1024,2014-02-21,TX,201403,8555,8598,8555,8587,102,1.20%,70932.0,8588,47721,8586,8588,8646,7365,8527.6,8467.0,8497.65,8512.7361732575,8453.2638267425,8517.358590626773,8368.641409373227,8753.835295682722,8516.164704317278
1025,2014-02-24,TX,201403,8591,8605,8534,8549,-39,-0.45%,73629.0,8549,48780,8549,8550,8646,7365,8543.4,8491.8,8496.1,8622.544901181464,8551.455098818536,8576.671391423211,8439.328608576789,8713.44952107182,8478.55047892818
1026,2014-02-25,TX,201403,8603,8608,8565,8573,24,0.28%,59959.0,8573,49242,8572,8574,8646,7365,8547.6,8511.2,8493.25,8583.707924167256,8514.292075832744,8580.869272739466,8475.130727260534,8734.422214066444,8503.577785933556
1027,2014-02-26,TX,201403,8565,8627,8553,8608,35,0.41%,78863.0,8607,53905,8608,8609,8646,7365,8549.8,8527.1,8490.8,8608.879799330543,8537.120200669457,8606.491459854673,8517.508540145327,8559.161212436064,8332.838787563936
1028,2014-02-27,TX,201403,8609,8631,8602,8624,17,0.20%,62426.0,8625,55246,8624,8626,8646,7365,8560.0,8539.8,8490.05,8651.016275989445,8564.983724010555,8604.541140078883,8509.458859921117,8355.32919255474,8130.670807445259
1029,2014-03-03,TX,201403,8559,8580,8510,8566,-59,-0.68%,102233.0,8566,51656,8566,8567,8646,7365,8588.2,8557.9,8489.5,8650.240426825796,8597.759573174204,8524.285469598879,8441.714530401121,8386.642957682068,8163.357042317932
1030,2014-03-04,TX,201403,8560,8582,8539,8553,-13,-0.15%,68908.0,8552,49747,8553,8554,8646,7365,8584.0,8563.7,8488.0,8593.734455105518,8538.265544894482,8624.79431174132,8549.20568825868,8449.396557917355,8228.603442082645
1031,2014-03-05,TX,201403,8640,8647,8610,8619,67,0.78%,59854.0,8619,50464,8618,8619,8647,7365,8584.8,8566.2,8484.7,8579.753691334094,8526.246308665906,8585.14083562952,8512.85916437048,8462.376487184112,8247.623512815888
1032,2014-03-06,TX,201403,8623,8709,8619,8695,76,0.88%,87968.0,8694,56023,8694,8695,8709,7365,8594.0,8571.9,8493.35,8647.93440858217,8590.06559141783,8612.378801403802,8533.621198596198,8524.823406823649,8303.176593176351
1033,2014-03-07,TX,201403,8730,8772,8676,8705,11,0.13%,104339.0,8704,57682,8703,8705,8772,7365,8611.4,8585.7,8515.95,8745.353152830781,8644.646847169219,8661.417319288785,8554.582680711215,8584.297858157854,8377.702141842146
1034,2014-03-10,TX,201403,8673,8694,8654,8677,-27,-0.31%,69919.0,8676,54125,8676,8678,8772,7365,8627.6,8607.9,8537.45,8768.193670569131,8641.806329430869,8676.240692950994,8571.759307049006,8538.353801707117,8347.646198292883
1035,2014-03-11,TX,201403,8690,8723,8678,8715,39,0.45%,67391.0,8713,55591,8714,8715,8772,7365,8649.8,8616.9,8554.35,8733.830977468278,8620.169022531722,8621.514772808685,8510.485227191315,8596.381714737834,8419.618285262166
1036,2014-03-12,TX,201403,8666,8673,8645,8662,-51,-0.59%,73277.0,8659,53433,8660,8662,8772,7365,8682.2,8633.5,8572.35,8749.002352859765,8680.997647140235,8610.512172624585,8495.487827375415,8610.405870543305,8445.594129456695
1037,2014-03-13,TX,201403,8702,8756,8694,8740,81,0.94%,84582.0,8742,57452,8741,8743,8772,7365,8690.8,8642.4,8584.75,8681.103926298016,8642.896073701984,8673.255322319566,8564.744677680434,8638.059762686982,8485.940237313018
1038,2014-03-14,TX,201403,8673,8701,8671,8693,-49,-0.56%,58515.0,8692,52927,8693,8695,8772,7365,8699.8,8655.6,8597.7,8767.650678111033,8712.349321888967,8755.030325669615,8634.969674330385,8636.273640007255,8477.726359992745
1039,2014-03-17,TX,201403,8703,8715,8655,8701,9,0.10%,77365.0,8699,41467,8699,8700,8772,7365,8697.4,8662.5,8610.2,8720.615937427507,8665.384062572493,8764.967074299151,8645.032925700849,8556.386374757172,8409.613625242828
1040,2014-03-18,TX,201403,8745,8751,8712,8727,28,0.32%,65644.0,8728,33041,8727,8728,8772,7365,8702.2,8676.0,8619.85,8726.670216204777,8675.329783795223,8728.291324802543,8625.708675197457,8658.989079032865,8515.010920967135
1041,2014-03-19,TX,201403,8734,8742,8684,8696,-32,-0.37%,47587.0,0,22064,8696,8697,8772,7365,8704.6,8693.4,8629.8,8754.26609616355,8699.73390383645,8747.790852382943,8682.209147617057,8621.357860664892,8476.642139335108
1042,2014-03-20,TX,201404,8638,8639,8561,8568,-104,-1.20%,95027.0,8568,47471,8567,8568,8756,8468,8711.4,8701.1,8636.5,8714.682612237051,8677.317387762949,8683.519526017086,8640.480473982914,8644.972564217207,8501.027435782793
1043,2014-03-21,TX,201404,8586,8598,8558,8575,7,0.08%,66251.0,8573,47918,8575,8576,8756,8468,8677.0,8688.4,8637.05,8623.810393297306,8512.189606702694,8785.49329620944,8694.50670379056,8679.402713533871,8536.597286466129
1044,2014-03-24,TX,201404,8550,8605,8523,8601,28,0.33%,99699.0,8601,47674,8600,8601,8756,8468,8653.4,8675.4,8641.65,8642.73064299119,8507.26935700881,8749.2053378248,8636.7946621752,8687.899354456833,8560.100645543167
